Região,Município,CodMuns,Estado,Média Cob Vac,Média At Pr,Média Plano,IDHm,Média Var CobVac,Média Var At Pr,Média Var Plano,gini,IDHm_renda,Tipo_Urb,pop_area,Média_pop,Média_pop0a4,Média_pct_pop0a4,area_km2,Densidade,pct_san_adeq,média_familias_bf,média_pct_ben_bf
Nordeste,Pedro Régis,251272,Paraíba,91.2652339,100.0,0.1364174,0.542,0.0281996,0.0,0.0546261,0.5268,0.529,Rural,82.3811577018433,5991.0,514.0,0.0858306,74.216,80.73,0.0166695,992.0,0.6620775
Nordeste,Piancó,251130,Paraíba,88.2617406,100.0,1.7892978,0.621,0.0645149,0.0,-0.0118392,0.5427,0.593,Semi-Urban,27.9226878988398,15933.0,1045.0,0.0656288,576.986,27.61,0.4678503,2695.0,0.6764316
Nordeste,Picuí,251140,Paraíba,93.7721908,100.0,1.8909608,0.608,0.0141728,0.0,0.0103353,0.5281,0.596,Semi-Urban,28.0359555138877,18637.0,1337.0,0.0717177,667.714,27.91,0.5960886,3005.0,0.644941
Nordeste,Pilar,251150,Paraíba,91.3761145,100.0,4.1375913,0.579,0.0339479,0.0,-0.1180361,0.4997,0.544,Rural,115.937118850793,11682.0,900.0,0.077023,103.306,113.08,0.1638626,1882.0,0.644481
Nordeste,Pilões,251160,Paraíba,85.8167252,100.0,1.3137314,0.56,0.0232957,0.0,0.0478781,0.5897,0.559,Rural,100.283649007228,6867.0,631.0,0.0918411,65.574,104.73,0.0930885,1266.0,0.7398294
Nordeste,Pilõezinhos,251170,Paraíba,90.2169421,100.0,0.6527858,0.564,0.0687621,0.0,0.0387116,0.4416,0.532,Urban,121.125452234282,5055.0,391.0,0.0772656,40.908,123.57,0.380684,1002.0,0.7938734
Nordeste,Pirpirituba,251180,Paraíba,82.0208625,100.0,1.3097559,0.595,0.1266562,0.0,0.0397242,0.5303,0.566,Semi-Urban,131.197937326458,10556.0,819.0,0.0776327,80.672,130.85,0.4691358,1618.0,0.6133356
Nordeste,Pitimbu,251190,Paraíba,73.4279623,100.0,2.1039923,0.57,0.2722998,0.0,0.2185766,0.5106,0.538,Rural,141.935626394504,18248.0,1759.0,0.096434,135.801,134.38,0.1667148,3276.0,0.7168944
Nordeste,Pocinhos,251200,Paraíba,89.5906484,100.0,2.6570405,0.591,0.0093136,0.0,0.0416049,0.4651,0.556,Rural,29.9823548360731,18002.0,1585.0,0.0881055,623.967,28.85,0.3670354,2931.0,0.6508337
Nordeste,Poço Dantas,251203,Paraíba,94.097038,99.2281818,0.1235105,0.525,0.0098999,0.0007877,0.5742592,0.4921,0.506,Rural,39.7103050389738,3912.0,336.0,0.0859007,97.758,40.02,0.1299822,678.0,0.692997
Nordeste,Poço de José de Moura,251207,Paraíba,91.3150256,100.0,0.2713323,0.612,0.0391561,0.0,0.456741,0.4605,0.578,Rural,45.8233839781924,4190.0,272.0,0.0649182,94.646,44.27,0.3348126,615.0,0.5883966
Nordeste,Pombal,251210,Paraíba,88.9160969,100.0,3.001721,0.634,-0.0053337,0.0,0.0095899,0.537,0.629,Urban,36.6872124898921,32796.0,2070.0,0.063131,894.099,36.68,0.593974,4601.0,0.5611179
Nordeste,Prata,251220,Paraíba,75.0114304,98.3609091,0.993509,0.608,0.1885518,-0.01803,-0.053413,0.4389,0.566,Rural,21.0022399746268,4097.0,310.0,0.0757782,201.788,20.3,0.0133569,647.0,0.6319154
Nordeste,Princesa Isabel,251230,Paraíba,92.6529077,100.0,1.7167602,0.606,0.0070311,0.0,-0.0505206,0.4803,0.6,Semi-Urban,63.8930566596757,22546.0,1764.0,0.0783095,368.569,61.17,0.5600351,2905.0,0.5150586
Nordeste,Puxinanã,251240,Paraíba,96.1099004,100.0,3.0120427,0.617,0.0099555,0.0,0.1076696,0.4575,0.574,Urban,193.214094884558,13441.0,1120.0,0.0833405,71.118,188.99,0.7460884,2060.0,0.6128553
Nordeste,Queimadas,251250,Paraíba,87.6077052,100.0,4.3743268,0.608,0.0267248,0.0,0.1423429,0.4687,0.578,Urban,109.693902887165,43132.0,3254.0,0.0754722,402.748,107.09,0.4525085,6370.0,0.5905014
Nordeste,Quixabá,251260,Paraíba,86.602367,100.0,1.1264497,0.622,0.0513214,0.0,0.057959,0.4638,0.564,Urban,13.475312249419,1852.0,151.0,0.0815809,147.158,12.59,0.3323716,276.0,0.5941753
Nordeste,Remígio,251270,Paraíba,87.2127465,100.0,2.6829995,0.607,-0.0088699,0.0,0.0146838,0.5586,0.592,Urban,107.915119999564,18920.0,1526.0,0.0807052,183.459,103.13,0.5079759,2857.0,0.6036314
Nordeste,Riachão,251274,Paraíba,95.1543625,99.7090909,0.2437625,0.574,0.00951,0.0033058,0.0399826,0.5183,0.515,Rural,42.4312061061542,3464.0,283.0,0.0817736,85.291,40.61,0.2399157,518.0,0.598261
Nordeste,Riachão do Bacamarte,251275,Paraíba,87.6321719,98.0063636,0.586869,0.553,0.0213051,0.0061602,0.1460225,0.5016,0.561,Rural,112.733050321492,4440.0,317.0,0.0713364,40.281,110.23,0.1984821,757.0,0.6817614
Nordeste,Riachão do Poço,251276,Paraíba,92.3048981,100.0,0.6415961,0.555,0.0113984,0.0,0.4870748,0.4975,0.537,Rural,112.20958971824,4386.0,323.0,0.0735418,40.46,108.41,0.1893547,788.0,0.7165741
Nordeste,Riacho de Santo Antônio,251278,Paraíba,82.1696341,100.0,1.5118739,0.594,0.0012825,0.0,0.0746042,0.4377,0.569,Rural,21.0775834454481,1846.0,160.0,0.0867325,93.654,19.71,0.3782533,302.0,0.6503168
Nordeste,Riacho dos Cavalos,251280,Paraíba,79.8386371,100.0,0.4402185,0.568,0.6102419,0.0,0.0067279,0.4431,0.546,Rural,32.5331769079579,8468.0,593.0,0.0699936,262.532,32.26,0.5089264,1523.0,0.7195338
Nordeste,Rio Tinto,251290,Paraíba,98.5495985,100.0,2.7523597,0.585,-0.0159544,0.0,0.0038761,0.5092,0.562,Urban,52.0548534089932,24014.0,1742.0,0.0725304,465.24,51.62,0.2563478,3999.0,0.6658869
Nordeste,Salgadinho,251300,Paraíba,78.8917368,95.2918182,0.3482022,0.563,-0.0177319,0.0029529,-0.0255179,0.4661,0.531,Rural,21.9602804390939,3707.0,335.0,0.0902485,179.005,20.71,0.1583904,563.0,0.6059169
Nordeste,Salgado de São Félix,251310,Paraíba,81.4903669,98.6572727,0.6907556,0.568,0.0405696,0.0025596,-0.0015564,0.512,0.531,Rural,59.4426668104019,12174.0,867.0,0.0711953,204.079,59.65,0.0327547,2049.0,0.6732087
Nordeste,Santa Cecília,251315,Paraíba,89.0209607,100.0,0.5239177,0.525,-0.0448924,0.0,0.1731572,0.4846,0.515,Rural,30.0629202535194,6620.0,541.0,0.0816899,217.577,30.43,0.0545427,1107.0,0.6693382
Nordeste,Santa Cruz,251320,Paraíba,85.0594291,100.0,1.1353571,0.618,0.0569023,0.0,0.098884,0.4592,0.578,Rural,30.2328679649205,6590.0,412.0,0.0625403,217.677,30.28,0.2659494,957.0,0.5807358
Nordeste,Santa Helena,251330,Paraíba,81.8752069,100.0,0.295871,0.609,0.0331674,0.0,-0.0196237,0.505,0.57,Rural,27.8057998607579,5958.0,377.0,0.0632938,211.143,28.22,0.2000994,1161.0,0.7804691
Nordeste,Santa Luzia,251340,Paraíba,92.625529,100.0,3.0853772,0.682,0.0021752,0.0,-0.0055932,0.5184,0.62,Urban,34.9981622901948,15208.0,998.0,0.0656492,440.766,34.5,0.8352322,2113.0,0.5556865
Nordeste,Santa Rita,251370,Paraíba,89.9483525,95.0390909,7.1548591,0.627,-0.0671839,0.0031446,0.0374011,0.476,0.597,Urban,191.140533499588,133610.0,10255.0,0.0767832,718.576,185.94,0.1944805,14759.0,0.4424159
Nordeste,Santa Teresinha,251380,Paraíba,92.6141637,100.0,0.5631276,0.627,0.0118434,0.0,7.47e-05,0.5973,0.586,Rural,12.6918946589436,4619.0,295.0,0.0639227,359.442,12.85,0.8918861,782.0,0.6772074
Nordeste,Santana de Mangueira,251350,Paraíba,87.703401,100.0,0.2932712,0.535,0.0739332,0.0,0.0946026,0.5484,0.488,Rural,12.6590713883761,5288.0,396.0,0.0748685,405.164,13.05,0.0495122,862.0,0.6510633
Nordeste,Santana dos Garrotes,251360,Paraíba,87.2332421,100.0,0.7020781,0.594,0.0632304,0.0,0.0818372,0.4896,0.568,Rural,19.3258899425701,7207.0,472.0,0.0654708,361.484,19.94,0.1276826,1187.0,0.6590724
Nordeste,São Bentinho,251392,Paraíba,91.092006,98.3390909,0.4439498,0.606,0.0688545,0.0040841,0.0767885,0.4655,0.575,Rural,22.8717409271921,4385.0,324.0,0.0740183,199.635,21.97,0.3706161,613.0,0.5592665
Nordeste,São Bento,251390,Paraíba,98.6363636,100.0,1.2965493,0.58,0.0006141,0.0,0.0160707,0.4802,0.597,Urban,139.700618288318,32810.0,2438.0,0.0743848,245.84,133.46,0.5588704,3796.0,0.4633193
Nordeste,São Domingos,251396,Paraíba,80.0136625,100.0,0.0872925,0.548,0.1715805,0.0,0.323557,0.457,0.555,Rural,18.1790433256438,2981.0,178.0,0.0598102,170.361,17.5,0.2507826,451.0,0.606791
Nordeste,São Domingos do Cariri,251394,Paraíba,91.3494349,100.0,0.4414387,0.589,0.050105,0.0,0.2428597,0.4803,0.603,Rural,11.2472469903992,2557.0,170.0,0.0663401,233.835,10.93,0.3253012,343.0,0.5360851
Nordeste,São Francisco,251398,Paraíba,88.4845811,99.7590909,1.2869711,0.58,0.0049204,0.0027221,-0.0260381,0.4525,0.56,Rural,37.2999426833032,3422.0,195.0,0.0569946,90.724,37.72,0.1376916,536.0,0.6263009
Nordeste,São João do Cariri,251400,Paraíba,70.2746383,100.0,2.2480602,0.622,0.4791061,0.0,0.0206551,0.5335,0.618,Rural,6.82582720738181,4256.0,265.0,0.0621756,612.966,6.94,0.560953,675.0,0.6343962
Nordeste,São João do Rio do Peixe,250070,Paraíba,88.6134687,100.0,0.9981469,0.608,0.0309442,0.0,0.034114,0.5327,0.586,Rural,37.8508224879157,18063.0,1065.0,0.0589486,476.238,37.93,0.322889,2799.0,0.6198618
Nordeste,São João do Tigre,251410,Paraíba,82.2968389,100.0,0.1800101,0.552,0.0841298,0.0,0.1698837,0.5166,0.523,Rural,5.43306379266001,4450.0,372.0,0.0836811,812.617,5.48,0.2502788,941.0,0.8461864
Nordeste,São José da Lagoa Tapada,251420,Paraíba,82.0554538,100.0,0.8188382,0.53,0.0642087,0.0,-0.0209742,0.4949,0.53,Rural,22.8512183720679,7648.0,563.0,0.0735872,333.724,22.92,0.1893584,1335.0,0.6979175
Nordeste,São José de Caiana,251430,Paraíba,87.0594501,95.8409091,0.2960544,0.565,0.1684628,-0.04575,0.032215,0.4469,0.545,Rural,34.7896307693987,6292.0,522.0,0.0829181,183.273,34.33,0.006436,1019.0,0.6473276
Nordeste,São José de Espinharas,251440,Paraíba,86.2484158,100.0,0.2531856,0.577,0.0085842,0.0,0.0189255,0.4501,0.543,Rural,6.40654303983312,4781.0,359.0,0.0751634,726.757,6.58,0.2923391,746.0,0.6241403
Nordeste,São José de Piranhas,251450,Paraíba,85.2758652,100.0,2.4564104,0.591,0.0555913,0.0,0.5402743,0.5023,0.594,Rural,29.5945076413779,19942.0,1411.0,0.070778,686.918,29.03,0.465438,2995.0,0.6008699
Nordeste,São José do Bonfim,251460,Paraíba,82.1899381,99.9945455,0.2359164,0.578,0.0424269,0.0,0.1300291,0.4846,0.549,Rural,23.354965533851,3436.0,262.0,0.0761891,153.629,22.37,0.7158022,576.0,0.6699539
Nordeste,São José do Sabugi,251470,Paraíba,86.3763866,100.0,1.6056413,0.617,0.0864925,0.0,0.0009463,0.4348,0.584,Rural,19.4188850647374,4117.0,265.0,0.0644211,213.555,19.28,0.8170702,580.0,0.5636062
Nordeste,São José dos Cordeiros,251480,Paraíba,76.1116722,100.0,0.4732566,0.556,0.2493734,0.0,0.009431,0.4903,0.542,Rural,9.60545424134699,3670.0,275.0,0.0747931,376.661,9.74,0.5459925,642.0,0.6994454
Nordeste,São José dos Ramos,251445,Paraíba,97.2027972,100.0,0.1455212,0.541,-0.0307692,0.0,0.0706262,0.5136,0.527,Rural,59.5973847896505,5799.0,475.0,0.0818516,100.642,57.62,0.0464661,1066.0,0.7343897
Nordeste,São Mamede,251490,Paraíba,90.3442525,100.0,1.4891302,0.641,0.0211419,0.0,0.0288635,0.5267,0.617,Semi-Urban,14.4381999302647,7806.0,525.0,0.0671801,533.446,14.63,0.7121883,1089.0,0.5581254
Nordeste,São Miguel de Taipu,251500,Paraíba,87.9853538,100.0,0.2900417,0.548,0.0486326,0.0,-0.0407494,0.4897,0.516,Rural,80.1835239630788,7204.0,635.0,0.0881126,92.413,77.96,0.3099615,1315.0,0.7291994
Nordeste,São Sebastião de Lagoa de Roça,251510,Paraíba,90.2607462,100.0,2.0435596,0.594,0.0105849,0.0,0.0603053,0.4873,0.561,Rural,252.911239541102,11404.0,843.0,0.0739838,46.372,245.93,0.3021246,1605.0,0.5632135
Nordeste,São Sebastião do Umbuzeiro,251520,Paraíba,81.7402976,100.0,0.9001843,0.581,0.041632,0.0,-0.0035023,0.4681,0.561,Rural,7.56363511060093,3401.0,268.0,0.0787986,464.327,7.32,0.3313125,518.0,0.6092432
Nordeste,São Vicente do Seridó,251540,Paraíba,87.8640861,99.7018182,0.4816681,0.555,0.3967387,0.0001112,0.2108295,0.481,0.528,Rural,41.2862367793082,10490.0,864.0,0.0823649,262.751,39.92,0.0256839,1869.0,0.7118789
Nordeste,Sapé,251530,Paraíba,87.098331,100.0,2.4866184,0.569,0.0167713,0.0,0.0591552,0.5176,0.563,Urban,168.338232199899,51930.0,3771.0,0.0726362,313.678,165.55,0.2707893,8599.0,0.6616846
Nordeste,Serra Branca,251550,Paraíba,87.4821993,100.0,3.2506462,0.628,-0.0379202,0.0,-0.0076516,0.4863,0.598,Rural,19.7019919725198,13487.0,899.0,0.0666547,698.102,19.32,0.2371819,2146.0,0.636361
Nordeste,Serra da Raiz,251560,Paraíba,95.1304517,100.0,0.6571832,0.626,0.007013,0.0,0.039378,0.4996,0.57,Rural,98.8351905047508,3215.0,235.0,0.0732203,31.679,101.49,0.0938924,441.0,0.5471092
Nordeste,Serra Grande,251570,Paraíba,95.5964523,100.0,0.5541423,0.586,0.0174221,0.0,0.131012,0.4792,0.549,Rural,45.3132769766286,2881.0,217.0,0.0754927,64.352,44.77,0.3338013,551.0,0.7645218
Nordeste,Serra Redonda,251580,Paraíba,80.2495197,100.0,0.9934126,0.57,-0.0269419,0.0,0.0487152,0.4902,0.565,Rural,127.198941971484,7120.0,493.0,0.0691894,55.197,128.98,0.2877947,1246.0,0.6999087
