regiao_geo,estado,codmun,nomemun,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Nordeste,Bahia,291710,Itororó,100.00000,100.00000,49.83165,82.37410,83.21168,100.00000,50.25641,60.00000,100.00000,100.00000,100.00000
Nordeste,Bahia,291720,Ituaçu,96.25000,100.00000,100.00000,60.94421,60.80000,65.83333,63.87833,80.98859,91.28631,77.51004,83.13253
Nordeste,Bahia,291730,Ituberá,88.51485,81.18812,97.62376,100.00000,71.45923,66.74312,91.52542,76.27119,85.62500,79.94350,57.34463
Nordeste,Bahia,291733,Iuiú,100.00000,100.00000,100.00000,100.00000,89.20863,91.26984,79.43262,75.88652,100.00000,100.00000,100.00000
Nordeste,Bahia,291735,Jaborandi,100.00000,100.00000,100.00000,100.00000,78.10219,52.67857,52.67176,73.28244,79.68750,100.00000,89.47368
Nordeste,Bahia,291740,Jacaraci,100.00000,96.15385,100.00000,100.00000,100.00000,75.16779,79.10448,85.82090,82.94574,60.64516,88.38710
Nordeste,Bahia,291750,Jacobina,90.76499,83.25293,89.11096,96.79276,78.85533,91.41941,65.77852,95.25396,96.61151,83.17972,85.25346
Nordeste,Bahia,291760,Jaguaquara,100.00000,98.87920,100.00000,100.00000,77.85059,71.31034,61.78082,61.23288,85.67376,75.95269,80.94612
Nordeste,Bahia,291770,Jaguarari,95.79158,83.16633,67.53507,77.26269,88.06306,87.02830,92.56595,83.21343,99.05213,92.32614,88.24940
Nordeste,Bahia,291780,Jaguaripe,100.00000,97.14286,93.33333,100.00000,100.00000,56.19048,81.98758,98.75776,78.21782,79.34272,70.42254
Nordeste,Bahia,291790,Jandaíra,100.00000,100.00000,100.00000,94.94382,100.00000,97.41935,25.00000,69.64286,65.69343,64.13793,72.41379
Nordeste,Bahia,291800,Jequié,91.88285,100.00000,100.00000,100.00000,86.59754,75.59259,61.42035,71.13244,83.31933,82.48056,61.60458
Nordeste,Bahia,291810,Jeremoabo,96.66667,95.00000,87.50000,78.43478,100.00000,95.52529,83.47107,47.52066,55.65410,96.17834,70.91295
Nordeste,Bahia,291820,Jiquiriçá,100.00000,100.00000,85.48387,100.00000,71.83099,70.21277,45.39474,86.18421,100.00000,100.00000,100.00000
Nordeste,Bahia,291830,Jitaúna,100.00000,100.00000,88.66995,100.00000,100.00000,73.64865,73.71429,68.57143,54.54545,67.36111,91.66667
Nordeste,Bahia,291835,João Dourado,86.42857,100.00000,100.00000,83.92857,74.86911,79.94186,66.20499,92.24377,94.31525,75.51020,73.46939
Nordeste,Bahia,291840,Juazeiro,87.64340,92.44742,86.59178,100.00000,97.51728,99.44835,95.49481,51.68312,15.29585,17.24762,41.26301
Nordeste,Bahia,291845,Jucuruçu,100.00000,100.00000,100.00000,100.00000,70.19231,54.36893,23.46939,35.71429,89.00000,100.00000,57.47126
Nordeste,Bahia,291850,Jussara,75.48387,100.00000,98.27586,100.00000,54.21245,93.60000,86.34686,95.20295,96.18321,81.45455,71.63636
Nordeste,Bahia,291855,Jussari,67.88991,82.56881,76.14679,62.92135,4.81928,21.68675,43.95604,85.71429,96.80851,69.38776,48.97959
Nordeste,Bahia,291860,Jussiape,100.00000,97.61905,77.38095,84.74576,100.00000,100.00000,77.04918,98.36066,86.76471,100.00000,92.20779
Nordeste,Bahia,291870,Lafaiete Coutinho,100.00000,100.00000,100.00000,100.00000,100.00000,41.30435,96.77419,93.54839,100.00000,88.63636,63.63636
Nordeste,Bahia,291875,Lagoa Real,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,99.24812,93.98496,74.30556,51.51515,98.18182
Nordeste,Bahia,291880,Laje,91.55313,98.91008,85.55858,62.31003,35.69231,47.72727,15.24823,81.20567,64.93056,79.15058,61.77606
Nordeste,Bahia,291890,Lajedão,90.90909,100.00000,63.63636,100.00000,94.73684,95.12195,100.00000,100.00000,100.00000,100.00000,57.40741
Nordeste,Bahia,291900,Lajedinho,92.06349,100.00000,76.19048,68.00000,96.07843,100.00000,100.00000,97.77778,69.04762,100.00000,97.61905
Nordeste,Bahia,291905,Lajedo do Tabocal,97.22222,87.03704,100.00000,82.47423,67.60563,94.20290,3.38983,100.00000,80.61224,82.95455,89.77273
Nordeste,Bahia,291910,Lamarão,100.00000,100.00000,91.48936,50.00000,81.52174,100.00000,53.09735,90.26549,87.50000,64.78873,63.38028
Nordeste,Bahia,291915,Lapão,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,44.76190,70.00000,97.38717,91.99085,95.19451
Nordeste,Bahia,291920,Lauro de Freitas,92.78017,100.00000,100.00000,100.00000,100.00000,60.30722,38.52959,61.34838,89.92668,57.07138,69.31288
Nordeste,Bahia,291930,Lençóis,71.92982,70.76023,85.38012,100.00000,100.00000,100.00000,37.41935,52.25806,58.62069,100.00000,100.00000
Nordeste,Bahia,291940,Licínio de Almeida,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,94.40000,100.00000,76.81159,86.95652
Nordeste,Bahia,291950,Livramento de Nossa Senhora,95.33333,98.66667,84.16667,100.00000,100.00000,95.75972,100.00000,100.00000,100.00000,100.00000,100.00000
Nordeste,Bahia,291955,Luís Eduardo Magalhães,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,61.78571,80.29762,76.41844,75.57942,66.76088
Nordeste,Bahia,291960,Macajuba,62.92683,82.43902,78.04878,84.61538,65.36313,79.23077,56.25000,76.38889,82.87293,74.32432,85.13514
Nordeste,Bahia,291970,Macarani,100.00000,97.84483,83.62069,92.75862,94.20290,100.00000,100.00000,34.87179,44.92754,41.17647,60.18100
Nordeste,Bahia,291980,Macaúbas,94.43508,97.97639,94.43508,83.33333,85.38324,71.29456,23.91681,43.50087,85.42094,78.44203,85.32609
Nordeste,Bahia,291990,Macururé,100.00000,79.50820,88.52459,100.00000,100.00000,100.00000,67.85714,85.71429,78.35052,100.00000,100.00000
Nordeste,Bahia,291992,Madre de Deus,91.51515,100.00000,89.69697,96.32107,96.05263,39.80892,48.58044,95.58360,69.40510,80.98592,73.94366
Nordeste,Bahia,291995,Maetinga,100.00000,100.00000,100.00000,100.00000,100.00000,89.04110,32.09877,96.29630,70.65217,100.00000,100.00000
Nordeste,Bahia,292000,Maiquinique,100.00000,100.00000,100.00000,90.54054,65.92593,100.00000,9.02256,100.00000,40.19608,36.63366,99.00990
Nordeste,Bahia,292010,Mairi,100.00000,100.00000,97.14286,80.32787,100.00000,76.19048,46.46465,70.70707,95.83333,68.62745,90.68627
Nordeste,Bahia,292020,Malhada,78.81944,97.22222,90.62500,90.68826,77.81955,100.00000,87.59690,98.06202,79.44251,88.70968,75.80645
Nordeste,Bahia,292030,Malhada de Pedras,96.58120,85.47009,76.06838,100.00000,100.00000,98.01980,100.00000,91.74312,100.00000,100.00000,100.00000
Nordeste,Bahia,292040,Manoel Vitorino,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,46.62921,93.82022,92.50000,80.41237,76.80412
Nordeste,Bahia,292045,Mansidão,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,90.19608,67.64706
Nordeste,Bahia,292050,Maracás,94.60916,87.33154,95.95687,100.00000,99.46381,100.00000,85.25469,92.22520,98.34711,86.44986,72.89973
Nordeste,Bahia,292060,Maragogipe,94.14557,86.23418,89.39873,100.00000,100.00000,73.60000,72.40000,79.00000,95.30917,86.63697,77.72829
Nordeste,Bahia,292070,Maraú,100.00000,100.00000,100.00000,98.08612,73.27189,100.00000,78.74396,100.00000,100.00000,100.00000,95.14170
Nordeste,Bahia,292080,Marcionílio Souza,95.34884,97.67442,97.67442,81.50289,100.00000,100.00000,88.72180,71.42857,95.23810,78.12500,68.75000
Nordeste,Bahia,292090,Mascote,100.00000,90.26217,91.38577,65.28302,83.19672,81.95122,100.00000,62.28571,59.77011,64.94253,82.75862
Nordeste,Bahia,292100,Mata de São João,100.00000,86.70143,100.00000,100.00000,100.00000,97.47676,95.09934,100.00000,80.37500,100.00000,74.33380
Nordeste,Bahia,292105,Matina,100.00000,100.00000,98.13665,90.81633,79.06977,69.00585,93.95973,100.00000,65.43210,100.00000,100.00000
Nordeste,Bahia,292110,Medeiros Neto,100.00000,100.00000,100.00000,100.00000,100.00000,79.86577,95.12195,100.00000,86.68831,100.00000,93.96226
Nordeste,Bahia,292120,Miguel Calmon,92.24652,82.50497,91.65010,86.75497,100.00000,88.61386,50.73892,76.60099,89.64497,74.20213,76.59574
Nordeste,Bahia,292130,Milagres,100.00000,93.00000,93.00000,56.00000,37.62887,55.55556,2.30769,100.00000,100.00000,100.00000,89.92806
Nordeste,Bahia,292140,Mirangaba,99.15254,100.00000,100.00000,70.00000,100.00000,100.00000,53.11005,89.47368,92.13483,74.63415,91.70732
Nordeste,Bahia,292145,Mirante,94.95798,100.00000,100.00000,100.00000,100.00000,86.08696,93.47826,100.00000,100.00000,100.00000,86.95652
Nordeste,Bahia,292150,Monte Santo,69.94975,68.94472,73.86935,100.00000,100.00000,100.00000,78.20324,67.74669,90.58642,59.75104,49.10097
Nordeste,Bahia,292160,Morpará,100.00000,99.18033,80.32787,100.00000,100.00000,100.00000,94.89796,100.00000,100.00000,92.59259,86.11111
Nordeste,Bahia,292170,Morro do Chapéu,87.05882,90.06536,85.35948,90.59829,93.17343,77.49546,71.88119,72.07921,83.96947,72.35622,72.35622
Nordeste,Bahia,292180,Mortugaba,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,88.00000,94.00000,100.00000,100.00000,100.00000
Nordeste,Bahia,292190,Mucugê,86.59794,100.00000,96.90722,70.70707,77.13004,97.18310,41.62162,66.48649,87.82051,88.09524,45.23810
Nordeste,Bahia,292200,Mucuri,90.76723,95.83875,98.30949,99.44904,67.71429,100.00000,77.36132,98.80060,100.00000,73.31334,57.42129
Nordeste,Bahia,292205,Mulungu do Morro,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,35.71429,78.99160,91.45729,92.53731,75.62189
Nordeste,Bahia,292210,Mundo Novo,100.00000,90.00000,63.75000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000
Nordeste,Bahia,292220,Muniz Ferreira,100.00000,100.00000,71.84466,93.40659,91.46341,51.68539,100.00000,100.00000,73.11828,82.07547,50.94340
Nordeste,Bahia,292225,Muquém de São Francisco,100.00000,93.58289,82.35294,100.00000,100.00000,100.00000,93.60465,100.00000,100.00000,100.00000,100.00000
Nordeste,Bahia,292230,Muritiba,98.42105,100.00000,90.78947,100.00000,100.00000,76.19048,95.77039,100.00000,94.72141,72.59887,59.60452
Nordeste,Bahia,292240,Mutuípe,100.00000,100.00000,100.00000,37.32877,53.42960,88.05970,83.20896,100.00000,78.05643,71.85430,80.13245
Nordeste,Bahia,292250,Nazaré,100.00000,100.00000,96.65871,100.00000,93.26425,53.39806,63.80952,84.12698,74.37326,82.15385,61.23077
Nordeste,Bahia,292260,Nilo Peçanha,100.00000,100.00000,98.34254,100.00000,100.00000,100.00000,58.69565,48.91304,80.89888,57.36842,66.31579
Nordeste,Bahia,292265,Nordestina,100.00000,100.00000,100.00000,100.00000,94.19355,95.00000,70.66667,100.00000,76.79558,79.05759,82.19895
Nordeste,Bahia,292270,Nova Canaã,100.00000,100.00000,95.41284,98.36066,83.33333,70.85714,17.43590,58.46154,84.82759,96.66667,100.00000
Nordeste,Bahia,292273,Nova Fátima,100.00000,100.00000,87.35632,73.80952,100.00000,100.00000,93.45794,73.83178,77.77778,92.95775,100.00000
Nordeste,Bahia,292275,Nova Ibiá,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,94.20290,100.00000,100.00000,100.00000,85.13514
Nordeste,Bahia,292280,Nova Itarana,82.60870,100.00000,23.47826,39.55224,5.83333,80.00000,73.60000,96.80000,89.39394,100.00000,100.00000
Nordeste,Bahia,292285,Nova Redenção,100.00000,99.15254,93.22034,73.72881,73.33333,100.00000,91.95402,100.00000,99.01961,100.00000,66.66667
Nordeste,Bahia,292290,Nova Soure,94.25587,92.68930,88.77285,97.34748,70.75718,52.69122,49.42197,87.28324,92.23301,86.56716,56.41791
Nordeste,Bahia,292300,Nova Viçosa,100.00000,100.00000,100.00000,100.00000,63.19176,60.86957,100.00000,60.80893,14.08882,4.23012,12.85956
Nordeste,Bahia,292303,Novo Horizonte,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,84.32836,82.08955,97.34513,79.48718,100.00000
Nordeste,Bahia,292305,Novo Triunfo,100.00000,100.00000,100.00000,97.81022,78.22581,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000
Nordeste,Bahia,292310,Olindina,68.51852,79.62963,67.36111,100.00000,81.34111,70.20649,46.29080,44.80712,58.88158,60.06826,58.36177
Nordeste,Bahia,292320,Oliveira dos Brejinhos,100.00000,87.97251,100.00000,100.00000,100.00000,100.00000,56.50407,100.00000,100.00000,95.84775,75.08651
Nordeste,Bahia,292330,Ouriçangas,97.02970,100.00000,66.33663,100.00000,84.11215,100.00000,70.11494,100.00000,100.00000,100.00000,92.40506
Nordeste,Bahia,292335,Ourolândia,100.00000,94.50172,96.90722,81.01266,91.24579,100.00000,66.26984,76.58730,96.49805,71.75325,57.79221
Nordeste,Bahia,292340,Palmas de Monte Alto,100.00000,100.00000,100.00000,100.00000,87.18861,67.04545,75.07987,77.63578,93.72549,84.88372,86.43411
Nordeste,Bahia,292350,Palmeiras,94.77612,78.35821,76.86567,65.67164,83.44371,100.00000,66.66667,93.46405,78.00000,72.45509,60.47904
Nordeste,Bahia,292360,Paramirim,91.69675,87.36462,83.39350,100.00000,100.00000,82.68398,29.08367,78.08765,95.60976,78.69565,89.56522
Nordeste,Bahia,292370,Paratinga,100.00000,100.00000,60.86957,100.00000,100.00000,63.67113,65.76200,92.06681,93.66812,98.56802,43.43675
Nordeste,Bahia,292390,Pau Brasil,100.00000,100.00000,89.13043,87.50000,77.77778,94.96403,94.00000,100.00000,85.02674,80.11696,68.42105
Nordeste,Bahia,292400,Paulo Afonso,100.00000,90.91847,100.00000,100.00000,100.00000,99.72160,90.34183,80.35811,83.50800,83.12139,69.94220
Nordeste,Bahia,292405,Pé de Serra,96.46465,80.80808,77.77778,100.00000,100.00000,80.00000,91.83673,95.91837,81.92771,82.42424,94.54545
Nordeste,Bahia,292410,Pedrão,100.00000,100.00000,100.00000,97.01493,65.85366,91.30435,37.87879,65.15152,81.81818,43.67816,66.66667
Nordeste,Bahia,292420,Pedro Alexandre,100.00000,100.00000,100.00000,92.76596,90.09434,71.64179,84.86239,98.62385,60.51282,64.49704,58.57988
Nordeste,Bahia,292430,Piatã,83.21429,72.85714,84.64286,70.20548,87.93774,100.00000,42.76094,75.75758,70.68966,100.00000,93.92713
Nordeste,Bahia,292450,Pindaí,89.59276,80.99548,78.73303,100.00000,94.58128,88.83249,76.84729,75.86207,93.93939,82.28571,100.00000
Nordeste,Bahia,292460,Pindobaçu,100.00000,97.97688,94.50867,100.00000,98.50299,90.03322,50.81433,69.05537,73.30961,82.08955,83.20896
Nordeste,Bahia,292465,Pintadas,100.00000,100.00000,100.00000,100.00000,92.85714,100.00000,100.00000,98.90110,100.00000,100.00000,100.00000
Nordeste,Bahia,292467,Piraí do Norte,100.00000,100.00000,100.00000,63.43284,100.00000,18.81188,65.38462,53.84615,65.76577,56.45161,57.25806
Nordeste,Bahia,292470,Piripá,100.00000,100.00000,100.00000,100.00000,100.00000,93.20388,49.18033,74.59016,98.07692,100.00000,100.00000
Nordeste,Bahia,292480,Piritiba,79.87616,100.00000,100.00000,71.62162,75.19084,85.00000,86.53846,100.00000,85.47009,66.26506,71.48594
Nordeste,Bahia,292490,Planaltino,100.00000,93.18182,78.78788,75.89286,26.16822,100.00000,86.90476,96.42857,52.47525,100.00000,65.75342
Nordeste,Bahia,292500,Planalto,100.00000,92.03980,100.00000,80.41237,75.00000,39.93902,19.55836,32.80757,48.08362,45.30201,73.15436
Nordeste,Bahia,292510,Poções,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,55.77211,79.61019,99.20255,100.00000,83.90625
Nordeste,Bahia,292520,Pojuca,100.00000,100.00000,89.98331,76.76768,87.11986,68.04309,81.16505,90.09709,76.66034,88.57143,84.83516
Nordeste,Bahia,292525,Ponto Novo,100.00000,100.00000,100.00000,100.00000,100.00000,83.54430,73.01587,85.71429,85.77236,69.34307,63.13869
Nordeste,Bahia,292530,Porto Seguro,100.00000,89.74668,100.00000,100.00000,93.80200,99.07485,86.96840,85.52478,91.32633,81.30199,78.55335
Nordeste,Bahia,292540,Potiraguá,100.00000,100.00000,89.93289,78.04878,69.53642,68.02721,54.47154,100.00000,100.00000,66.96429,72.32143
Nordeste,Bahia,292550,Prado,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,76.90418,55.03686,64.76190,56.10860,63.12217
Nordeste,Bahia,292560,Presidente Dutra,100.00000,86.58009,84.41558,82.48848,73.50000,52.40642,95.85799,78.69822,100.00000,70.22472,87.07865
Nordeste,Bahia,292570,Presidente Jânio Quadros,68.27586,85.51724,60.00000,64.78873,100.00000,96.77419,59.34959,91.86992,84.47205,100.00000,93.75000
Nordeste,Bahia,292575,Presidente Tancredo Neves,88.61607,89.06250,78.79464,100.00000,99.50860,98.42767,100.00000,99.03846,88.22055,88.97436,73.84615
Nordeste,Bahia,292580,Queimadas,80.21680,92.68293,80.48780,85.28610,80.00000,100.00000,96.29630,81.48148,78.18182,83.22368,74.01316
Nordeste,Bahia,292590,Quijingue,95.92391,77.44565,71.19565,81.94842,96.80233,100.00000,64.05229,78.43137,100.00000,100.00000,76.58402
Nordeste,Bahia,292593,Quixabeira,100.00000,76.52174,100.00000,80.64516,94.82759,100.00000,100.00000,81.48148,100.00000,100.00000,100.00000
Nordeste,Bahia,292595,Rafael Jambeiro,100.00000,97.37705,78.03279,100.00000,93.58108,100.00000,84.61538,100.00000,100.00000,91.00719,97.48201
Nordeste,Bahia,292600,Remanso,84.82933,90.51833,84.82933,74.09262,83.57558,88.49145,34.69080,69.07994,75.07082,74.17910,78.80597
Nordeste,Bahia,292610,Retirolândia,85.07463,70.14925,90.54726,94.49541,89.96139,84.51327,65.36585,83.41463,95.81152,78.34101,73.73272
Nordeste,Bahia,292620,Riachão das Neves,96.79144,87.16578,86.63102,93.62319,98.58757,100.00000,90.13605,74.14966,100.00000,90.84746,94.23729
Nordeste,Bahia,292630,Riachão do Jacuípe,100.00000,100.00000,100.00000,100.00000,88.13953,96.85039,71.68367,77.29592,90.42821,71.83771,82.33890
Nordeste,Bahia,292640,Riacho de Santana,91.33489,100.00000,93.67681,99.06760,79.02870,86.68281,54.36242,85.90604,71.20823,100.00000,62.06897
Nordeste,Bahia,292650,Ribeira do Amparo,90.11858,81.42292,73.12253,81.22271,100.00000,89.88764,65.53398,77.18447,86.02151,65.10417,83.33333
Nordeste,Bahia,292660,Ribeira do Pombal,100.00000,100.00000,93.61147,52.93367,76.54609,63.14526,0.62578,99.12390,87.98920,78.48606,66.53386
Nordeste,Bahia,292665,Ribeirão do Largo,98.57143,74.28571,92.14286,100.00000,100.00000,100.00000,58.33333,70.00000,63.09524,100.00000,100.00000
Nordeste,Bahia,292670,Rio de Contas,100.00000,100.00000,100.00000,70.13889,78.86179,100.00000,81.57895,90.78947,76.87500,100.00000,73.78049
Nordeste,Bahia,292680,Rio do Antônio,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,80.14706,86.02941,89.92248,83.94161,72.26277
Nordeste,Bahia,292690,Rio do Pires,100.00000,96.18321,96.94656,100.00000,100.00000,78.84615,79.20000,61.60000,71.96262,87.50000,91.34615
Nordeste,Bahia,292700,Rio Real,82.80757,87.53943,89.11672,82.81016,91.54930,96.33028,71.48289,63.30798,89.30233,81.05906,91.85336
Nordeste,Bahia,292710,Rodelas,93.46405,100.00000,100.00000,74.14634,100.00000,100.00000,100.00000,78.39506,83.72093,45.07772,29.53368
Nordeste,Bahia,292720,Ruy Barbosa,77.07510,83.20158,89.32806,86.22881,92.35808,88.86311,58.51064,74.25532,100.00000,84.16486,71.14967
Nordeste,Bahia,292730,Salinas da Margarida,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,20.00000,24.10256,100.00000,73.58491,88.05031
Nordeste,Bahia,292740,Salvador,87.90845,90.28319,88.77444,91.29319,90.57127,100.00000,81.65911,85.86832,76.50336,70.48096,72.32731
Nordeste,Bahia,292750,Santa Bárbara,75.98784,100.00000,100.00000,98.21429,100.00000,33.92857,74.02135,82.56228,100.00000,78.34101,78.80184
Nordeste,Bahia,292760,Santa Brígida,91.07807,100.00000,84.01487,100.00000,92.42424,89.57346,91.82692,81.73077,91.91919,100.00000,100.00000
Nordeste,Bahia,292770,Santa Cruz Cabrália,96.17225,100.00000,100.00000,100.00000,88.67925,100.00000,100.00000,68.02885,58.11518,68.31461,46.96629
Nordeste,Bahia,292780,Santa Cruz da Vitória,100.00000,100.00000,81.94444,92.50000,100.00000,63.29114,94.73684,100.00000,100.00000,98.50746,85.07463
Nordeste,Bahia,292790,Santa Inês,84.61538,76.28205,86.53846,100.00000,97.22222,66.66667,51.66667,81.66667,95.00000,61.15702,93.38843
Nordeste,Bahia,292805,Santa Luzia,83.24607,59.68586,61.25654,64.95327,65.72770,45.31250,42.77778,47.77778,48.24121,99.40828,69.23077
Nordeste,Bahia,292810,Santa Maria da Vitória,77.32463,94.45351,84.17618,99.46333,85.69079,71.21951,68.06283,77.66143,87.35632,87.73389,76.71518
Nordeste,Bahia,292840,Santa Rita de Cássia,100.00000,100.00000,92.77108,90.51724,100.00000,93.39853,100.00000,93.96752,100.00000,100.00000,94.97487
Nordeste,Bahia,292850,Santa Teresinha,100.00000,100.00000,100.00000,100.00000,80.76923,64.02878,48.38710,83.06452,100.00000,100.00000,100.00000
Nordeste,Bahia,292800,Santaluz,79.90354,78.93891,66.72026,100.00000,100.00000,77.65090,75.12275,72.50409,88.64097,97.75967,77.80041
Nordeste,Bahia,292820,Santana,80.54054,79.89392,90.54966,100.00000,98.94785,100.00000,85.82278,58.81857,67.70324,68.05302,36.42596
Nordeste,Bahia,292830,Santanópolis,90.25974,63.63636,77.92208,85.59322,59.37500,7.07965,70.12987,100.00000,100.00000,100.00000,100.00000
Nordeste,Bahia,292860,Santo Amaro,98.79913,86.68122,89.19214,100.00000,100.00000,100.00000,90.44006,67.98179,87.54045,46.13095,5.05952
Nordeste,Bahia,292870,Santo Antônio de Jesus,98.80160,100.00000,100.00000,96.31651,89.19861,52.14125,5.02549,52.58558,66.21331,67.65747,61.85421
Nordeste,Bahia,292880,Santo Estêvão,100.00000,100.00000,98.06452,100.00000,100.00000,100.00000,100.00000,87.39837,87.94038,88.80105,78.39262
Nordeste,Bahia,292890,São Desidério,95.67780,100.00000,98.23183,98.96050,100.00000,91.74664,68.26241,73.22695,89.65517,100.00000,100.00000
Nordeste,Bahia,292895,São Domingos,100.00000,100.00000,80.68966,100.00000,64.54545,66.89189,100.00000,100.00000,100.00000,58.73016,100.00000
Nordeste,Bahia,292910,São Felipe,92.12329,89.38356,82.53425,100.00000,77.06422,67.40088,75.11737,65.25822,78.92157,77.46479,75.58685
Nordeste,Bahia,292900,São Félix,91.05263,95.78947,86.84211,100.00000,82.22222,79.09605,86.66667,83.63636,75.97765,81.81818,72.12121
Nordeste,Bahia,292905,São Félix do Coribe,100.00000,100.00000,100.00000,100.00000,100.00000,80.64516,55.18672,66.80498,62.12766,90.71730,92.82700
Nordeste,Bahia,292920,São Francisco do Conde,100.00000,100.00000,100.00000,71.59590,63.37818,67.76860,70.73552,76.83881,77.99697,78.04107,78.35703
Nordeste,Bahia,292925,São Gabriel,83.14286,87.42857,100.00000,92.90123,47.59036,92.14286,16.04478,2.23881,100.00000,59.28854,75.09881
Nordeste,Bahia,292930,São Gonçalo dos Campos,100.00000,100.00000,100.00000,100.00000,96.35535,100.00000,57.40741,68.51852,83.78378,73.33333,33.91304
Nordeste,Bahia,292935,São José da Vitória,70.83333,74.30556,76.38889,79.20792,100.00000,100.00000,63.73626,91.20879,80.61224,94.94949,95.95960
Nordeste,Bahia,292937,São José do Jacuípe,100.00000,100.00000,78.57143,100.00000,14.41441,97.05882,100.00000,92.24138,91.81818,92.12598,81.10236
Nordeste,Bahia,292940,São Miguel das Matas,100.00000,52.77778,76.38889,32.35294,42.62295,68.21705,76.47059,100.00000,74.80916,100.00000,95.28302
Nordeste,Bahia,292950,São Sebastião do Passé,100.00000,97.05882,100.00000,100.00000,99.83278,100.00000,100.00000,100.00000,100.00000,92.76896,76.71958
Nordeste,Bahia,292960,Sapeaçu,72.91667,90.97222,74.65278,93.43066,99.58506,87.55556,33.60000,72.40000,86.56126,100.00000,69.07631
Nordeste,Bahia,292970,Sátiro Dias,100.00000,100.00000,100.00000,87.82288,100.00000,75.66138,45.54974,69.10995,47.80488,62.21198,77.41935
Nordeste,Bahia,292975,Saubara,100.00000,100.00000,93.90244,96.55172,89.06250,60.62992,1.85185,95.37037,100.00000,34.57944,57.94393
Nordeste,Bahia,292980,Saúde,100.00000,94.94382,98.31461,81.28342,94.53125,100.00000,99.00990,100.00000,100.00000,91.53846,83.84615
Nordeste,Bahia,292990,Seabra,91.63121,97.73050,86.66667,100.00000,100.00000,91.25767,70.50000,90.83333,100.00000,96.62162,100.00000
Nordeste,Bahia,293000,Sebastião Laranjeiras,100.00000,96.66667,100.00000,100.00000,92.17391,70.43478,100.00000,92.15686,90.29126,100.00000,100.00000
Nordeste,Bahia,293010,Senhor do Bonfim,93.39103,100.00000,87.80488,100.00000,100.00000,100.00000,54.97382,80.80279,87.41845,83.44828,72.50000
Nordeste,Bahia,293020,Sento Sé,100.00000,100.00000,100.00000,80.59150,79.48718,76.02230,82.64463,100.00000,92.93893,87.71593,50.09597
Nordeste,Bahia,293015,Serra do Ramalho,100.00000,100.00000,100.00000,100.00000,94.43414,100.00000,100.00000,88.50575,100.00000,100.00000,100.00000
Nordeste,Bahia,293030,Serra Dourada,100.00000,100.00000,100.00000,100.00000,100.00000,87.84314,84.48276,87.93103,93.05556,67.38197,98.71245
Nordeste,Bahia,293040,Serra Preta,94.16667,100.00000,100.00000,100.00000,86.32075,39.88439,65.97222,100.00000,100.00000,66.12903,69.35484
Nordeste,Bahia,293050,Serrinha,84.17910,92.53731,81.94030,72.57824,82.88217,100.00000,25.41777,85.22427,86.86327,66.11842,62.74671
Nordeste,Bahia,293060,Serrolândia,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,43.19527,72.18935,100.00000,83.42246,79.67914
Nordeste,Bahia,293070,Simões Filho,78.77069,78.72340,70.40189,95.88205,82.60635,79.62588,30.84416,56.22294,61.44216,51.64835,47.82836
Nordeste,Bahia,293075,Sítio do Mato,100.00000,100.00000,100.00000,100.00000,100.00000,99.46524,76.35468,100.00000,100.00000,84.18803,67.94872
Nordeste,Bahia,293076,Sítio do Quinto,83.69565,84.23913,60.32609,76.36364,77.24138,100.00000,18.24324,39.18919,100.00000,78.23129,87.07483
Nordeste,Bahia,293077,Sobradinho,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,74.93606,100.00000,81.64384,89.60739,95.61201
Nordeste,Bahia,293080,Souto Soares,93.75000,100.00000,85.41667,79.77528,82.69231,100.00000,53.57143,79.91071,65.43779,87.16578,84.49198
Nordeste,Bahia,293090,Tabocas do Brejo Velho,100.00000,100.00000,100.00000,73.93939,100.00000,94.20290,79.47020,94.70199,100.00000,100.00000,100.00000
Nordeste,Bahia,293100,Tanhaçu,100.00000,100.00000,99.20949,87.76978,100.00000,100.00000,88.63636,75.00000,100.00000,91.77489,100.00000
Nordeste,Bahia,293105,Tanque Novo,100.00000,98.69565,95.21739,100.00000,100.00000,13.59223,10.67961,78.64078,100.00000,70.53571,99.10714
