Estado,Região,CodMun,Município,Média Cob Vac,Média At Pr,Média Plano,IDHm,Média Var CobVac,Média Var At Pr,Média Var Plano
Mato Grosso do Sul,Centro Oeste,510650,Deodápolis,91.2626031,99.0200000,24.0804335,0.694,0.0164768,0.0120825,0.1396219
Mato Grosso do Sul,Centro Oeste,510665,Dois Irmãos do Buriti,91.3197110,98.4363636,4.6086975,0.639,-0.0288280,0.0002144,0.0466102
Mato Grosso do Sul,Centro Oeste,510670,Douradina,97.9139387,100.0000000,15.3658900,0.699,0.0012732,0.0000000,0.0289235
Mato Grosso do Sul,Centro Oeste,510675,Dourados,94.5976569,75.1790909,30.9384310,0.747,-0.0117781,0.0122931,0.0464548
Mato Grosso do Sul,Centro Oeste,510677,Eldorado,96.4953536,85.6736364,8.3055278,0.684,0.0027062,0.0007640,0.0651380
Mato Grosso do Sul,Centro Oeste,510680,Fátima do Sul,94.9653416,92.4000000,20.9656251,0.714,-0.0134103,0.0394896,0.0694645
Mato Grosso do Sul,Centro Oeste,510682,Glória de Dourados,92.0562827,100.0000000,20.6825155,0.721,0.0371025,0.0000000,0.0954889
Mato Grosso do Sul,Centro Oeste,510685,Guia Lopes da Laguna,94.5693509,99.9363636,8.8597346,0.675,0.0071045,0.0005524,0.0159263
Mato Grosso do Sul,Centro Oeste,510700,Iguatemi,94.6239306,89.1590909,6.1940329,0.662,-0.0113690,-0.0054015,0.0446392
Mato Grosso do Sul,Centro Oeste,510704,Itaporã,97.6658826,95.4481818,12.9625593,0.654,0.0027354,0.0419229,0.0576232
Mato Grosso do Sul,Centro Oeste,510706,Itaquiraí,88.9806433,97.9500000,8.2974639,0.62,-0.0361147,-0.0184888,0.1931815
Mato Grosso do Sul,Centro Oeste,510715,Ivinhema,96.3660462,87.6727273,28.2115788,0.72,0.0124724,0.0221910,0.1044837
Mato Grosso do Sul,Centro Oeste,510718,Japorã,85.3907584,91.6509091,1.8431510,0.526,0.1774630,0.1130535,0.0265624
Mato Grosso do Sul,Centro Oeste,510719,Jaraguari,93.2629870,94.7036364,7.0567570,0.664,0.0321631,-0.0582600,0.1185316
Mato Grosso do Sul,Centro Oeste,510720,Jardim,92.5353590,96.9354545,13.7846329,0.712,0.0021637,-0.0103240,0.0199796
Mato Grosso do Sul,Centro Oeste,510757,Juti,95.4259364,100.0000000,7.0291259,0.623,-0.0024871,0.0000000,0.1419438
Mato Grosso do Sul,Centro Oeste,510760,Ladário,76.9908394,89.6418182,13.7084185,0.704,0.0151887,0.0447159,0.0287952
Mato Grosso do Sul,Centro Oeste,510770,Laguna Carapã,82.0094797,100.0000000,13.7691217,0.672,1.4466587,0.0000000,0.1463701
Mato Grosso do Sul,Centro Oeste,510775,Maracaju,90.0331371,93.8545455,15.9787058,0.736,-0.0014550,0.0061959,-0.0334533
Mato Grosso do Sul,Centro Oeste,510724,Miranda,80.1757994,52.1536364,9.1661863,0.632,0.1427471,0.2461039,-0.0082663
Mato Grosso do Sul,Centro Oeste,510774,Mundo Novo,95.8237142,87.4518182,10.4561249,0.686,-0.0215753,0.0405475,0.0298072
Mato Grosso do Sul,Centro Oeste,510777,Naviraí,91.2211726,78.8445455,17.6037539,0.7,-0.0021778,0.0035747,0.0699527
Mato Grosso do Sul,Centro Oeste,510726,Nioaque,98.3711340,99.8163636,7.9003077,0.639,0.0024168,0.0000416,-0.0096688
Mato Grosso do Sul,Centro Oeste,510779,Nova Alvorada do Sul,89.3091903,95.9790909,24.4990753,0.694,-0.0591127,0.0016454,0.0301781
Mato Grosso do Sul,Centro Oeste,510780,Nova Andradina,96.9219196,63.7909091,15.8372902,0.721,-0.0048339,0.0051618,0.0787819
Mato Grosso do Sul,Centro Oeste,510785,Novo Horizonte do Sul,91.2813723,100.0000000,23.6897223,0.649,-0.0383273,0.0000000,0.1807361
Mato Grosso do Sul,Centro Oeste,510729,Paranaíba,84.0611177,100.0000000,18.4104301,0.721,0.0057003,0.0000000,0.0408391
Mato Grosso do Sul,Centro Oeste,510730,Paranhos,100.0000000,85.4527273,2.2509334,0.588,0.0000000,-0.0172761,0.1404749
Mato Grosso do Sul,Centro Oeste,510735,Pedro Gomes,94.7807761,88.8536364,11.7768582,0.671,0.0127671,0.0126374,0.1208485
Mato Grosso do Sul,Centro Oeste,510710,Ponta Porã,91.9695534,72.5354545,10.1781833,0.701,-0.0093666,0.0280693,0.0152369
Mato Grosso do Sul,Centro Oeste,510740,Porto Murtinho,86.5694679,67.1236364,3.4774581,0.666,0.0447007,0.0806417,0.0210194
Mato Grosso do Sul,Centro Oeste,510787,Ribas do Rio Pardo,88.2133707,95.0990909,13.7488246,0.664,-0.0110187,0.0050867,0.0678213
Mato Grosso do Sul,Centro Oeste,510788,Rio Brilhante,93.2451339,91.1781818,26.8516516,0.715,-0.0309539,-0.0496279,0.0030811
Mato Grosso do Sul,Centro Oeste,510790,Rio Negro,90.1003935,100.0000000,15.1895286,0.709,0.1037256,0.0000000,0.0123965
Mato Grosso do Sul,Centro Oeste,510792,Rio Verde de Mato Grosso,97.6518636,100.0000000,14.8850715,0.673,0.0042544,0.0000000,0.1776722
Mato Grosso do Sul,Centro Oeste,510794,Santa Rita do Pardo,87.2755275,70.1072727,8.4975818,0.642,0.0317570,0.1422442,0.0269558
Mato Grosso do Sul,Centro Oeste,510795,São Gabriel do Oeste,95.8766084,100.0000000,20.9444663,0.729,-0.0205565,0.0000000,0.0245122
Mato Grosso do Sul,Centro Oeste,510800,Selvíria,99.8701299,100.0000000,19.2627143,0.682,0.0000207,0.0000000,0.2015083
Mato Grosso do Sul,Centro Oeste,510805,Sete Quedas,91.5611488,89.8472727,10.3027542,0.614,-0.0097621,-0.0317447,0.1207167
Mato Grosso do Sul,Centro Oeste,510820,Sidrolândia,91.8268053,96.2209091,13.1971774,0.686,-0.0170697,-0.0128999,0.0031031
Mato Grosso do Sul,Centro Oeste,510830,Sonora,98.4700108,95.8745455,22.1336807,0.681,0.0017104,0.0026844,0.5228832
Mato Grosso do Sul,Centro Oeste,510835,Tacuru,88.9029638,86.0545455,3.2606730,0.593,0.0140510,0.0325764,0.0636907
Mato Grosso do Sul,Centro Oeste,510840,Taquarussu,96.8356395,99.1081818,25.4915377,0.651,0.0037301,-0.0038097,0.3771132
Mato Grosso do Sul,Centro Oeste,510850,Terenos,82.8824030,98.1009091,9.4877634,0.658,1.2753959,-0.0208900,0.1002393
Mato Grosso do Sul,Centro Oeste,510550,Três Lagoas,95.6527674,68.7000000,31.1106944,0.744,-0.0091830,0.0403479,0.0439202
Mato Grosso do Sul,Centro Oeste,510860,Vicentina,97.1903132,100.0000000,14.9321632,0.711,0.0086377,0.0000000,0.0968320
Alagoas,Nordeste,270010,Água Branca,87.0746298,88.1954545,1.2685844,0.549,-0.0177423,0.0206803,0.0712091
Alagoas,Nordeste,270020,Anadia,85.9254376,100.0000000,1.8910406,0.568,-0.0198747,0.0000000,0.0495629
Alagoas,Nordeste,270030,Arapiraca,92.0158927,96.5827273,8.1211638,0.649,-0.0275780,0.0069749,0.0430070
Alagoas,Nordeste,270040,Atalaia,88.2223271,99.7818182,2.2285983,0.561,-0.0516359,0.0024590,0.0422195
Alagoas,Nordeste,270050,Barra de Santo Antônio,84.2068481,100.0000000,2.0744243,0.557,-0.0196455,0.0000000,0.0351989
Alagoas,Nordeste,270060,Barra de São Miguel,89.1610898,100.0000000,6.7919778,0.615,0.0119049,0.0000000,0.0748064
Alagoas,Nordeste,270070,Batalha,84.1079066,100.0000000,2.1194500,0.594,0.0067328,0.0000000,0.0299863
Alagoas,Nordeste,270080,Belém,96.1697164,100.0000000,100.0000000,0.593,0.0047548,0.0000000,0.0000000
Alagoas,Nordeste,270090,Belo Monte,99.8181818,100.0000000,0.9532655,0.517,0.0000408,0.0000000,0.0997864
Alagoas,Nordeste,270100,Boca da Mata,91.3017269,100.0000000,4.6278662,0.604,-0.0218251,0.0000000,0.0408740
Alagoas,Nordeste,270110,Branquinha,91.5114235,100.0000000,0.3441512,0.513,0.0265377,0.0000000,0.0380672
Alagoas,Nordeste,270120,Cacimbinhas,88.9739063,96.3445455,1.8882461,0.531,-0.0066711,0.0213772,0.0227084
Alagoas,Nordeste,270130,Cajueiro,95.3379401,100.0000000,2.5373437,0.562,-0.0431440,0.0000000,0.0419600
Alagoas,Nordeste,270135,Campestre,99.1295938,91.2518182,2.1873328,0.559,-0.0003711,0.0879392,-0.0005644
Alagoas,Nordeste,270140,Campo Alegre,94.7363089,84.4409091,0.9731480,0.57,-0.0003401,0.0898084,0.0929291
Alagoas,Nordeste,270150,Campo Grande,81.7023239,100.0000000,6.8865108,0.524,0.0571189,0.0000000,-0.0494163
Alagoas,Nordeste,270160,Canapi,88.5409937,97.6409091,0.6647738,0.506,-0.0110441,0.0067967,0.0329997
Alagoas,Nordeste,270170,Capela,85.4440519,100.0000000,3.1617058,0.573,-0.0521314,0.0000000,-0.0016283
Alagoas,Nordeste,270180,Carneiros,91.9351570,91.8518182,0.3734645,0.526,0.0183202,0.0264359,0.0047387
Alagoas,Nordeste,270190,Chã Preta,85.1739170,94.4500000,1.2037405,0.575,-0.0163596,0.0530551,0.0354992
Alagoas,Nordeste,270200,Coité do Nóia,89.0160276,99.5209091,1.0446590,0.533,0.0529090,0.0002932,0.0363867
Alagoas,Nordeste,270210,Colônia Leopoldina,95.3933634,100.0000000,0.8694404,0.517,-0.0161204,0.0000000,-0.0027262
Alagoas,Nordeste,270220,Coqueiro Seco,88.6065163,100.0000000,7.3289942,0.586,-0.0452412,0.0000000,0.0128701
Alagoas,Nordeste,270230,Coruripe,92.8097127,97.3790909,3.2931505,0.626,-0.0160242,-0.0056551,0.1177893
Alagoas,Nordeste,270235,Craíbas,93.8981648,100.0000000,1.1687934,0.525,-0.0232253,0.0000000,0.1120286
Alagoas,Nordeste,270240,Delmiro Gouveia,89.1685973,58.9381818,3.6551887,0.612,-0.0428139,0.0818642,0.0038508
Alagoas,Nordeste,270250,Dois Riachos,89.9785975,100.0000000,0.5138990,0.532,0.0163025,0.0000000,0.0320258
Alagoas,Nordeste,270255,Estrela de Alagoas,81.4235037,100.0000000,0.9085483,0.534,-0.0598386,0.0000000,0.0979752
Alagoas,Nordeste,270260,Feira Grande,94.8010882,98.2581818,1.6477591,0.533,0.0081352,0.0045411,0.0265407
Alagoas,Nordeste,270270,Feliz Deserto,90.5120940,100.0000000,0.9285371,0.565,0.0143900,0.0000000,0.1025251
Alagoas,Nordeste,270280,Flexeiras,94.0560478,97.1081818,1.3255445,0.527,-0.0271564,0.0188028,0.0278162
Alagoas,Nordeste,270290,Girau do Ponciano,89.3811633,93.3327273,0.6029248,0.536,0.0248697,0.0302086,0.0603709
Alagoas,Nordeste,270300,Ibateguara,92.4231852,98.8681818,0.9922967,0.518,-0.0481860,0.0017704,0.0407369
Alagoas,Nordeste,270310,Igaci,94.0268186,100.0000000,1.0685282,0.564,-0.0203943,0.0000000,0.0119309
Alagoas,Nordeste,270320,Igreja Nova,85.6858222,98.9400000,0.3571168,0.568,-0.0065745,0.0015390,0.0491620
Alagoas,Nordeste,270330,Inhapi,90.8817641,94.0390909,0.3907956,0.484,0.0018415,0.0062031,0.0419671
Alagoas,Nordeste,270340,Jacaré dos Homens,82.9283002,100.0000000,1.8088519,0.583,-0.0041658,0.0000000,0.0336506
Alagoas,Nordeste,270350,Jacuípe,95.2065349,99.0945455,0.3979725,0.548,0.0053631,0.0001630,-0.0648867
Alagoas,Nordeste,270360,Japaratinga,87.0659435,91.2700000,1.4064208,0.57,-0.0567664,0.0570564,0.1650117
Alagoas,Nordeste,270370,Jaramataia,91.5916841,100.0000000,0.6608123,0.552,-0.0090875,0.0000000,0.0773037
Alagoas,Nordeste,270375,Jequiá da Praia,90.9526374,100.0000000,1.1739802,0.556,0.0193313,0.0000000,-0.0491785
Alagoas,Nordeste,270380,Joaquim Gomes,86.5560073,97.4945455,0.4314673,0.531,-0.0370748,0.0104853,0.0380281
Alagoas,Nordeste,270390,Jundiá,95.1309707,100.0000000,1.0294611,0.562,-0.0210103,0.0000000,0.0839107
Alagoas,Nordeste,270400,Junqueiro,97.4846781,100.0000000,2.0070262,0.575,0.0013236,0.0000000,0.0533071
Alagoas,Nordeste,270410,Lagoa da Canoa,97.5932031,100.0000000,1.1234635,0.552,-0.0064531,0.0000000,0.0775473
Alagoas,Nordeste,270420,Limoeiro de Anadia,90.5792964,99.7927273,0.4689398,0.58,-0.0013229,0.0000532,0.1229501
Alagoas,Nordeste,270430,Maceió,79.7024429,44.7645455,27.8851162,0.721,-0.0068831,0.0244497,0.0106236
Alagoas,Nordeste,270440,Major Isidoro,80.2405488,100.0000000,1.0130546,0.566,-0.0146106,0.0000000,0.0479620
Alagoas,Nordeste,270490,Mar Vermelho,90.4516016,100.0000000,1.1163194,0.577,0.0361852,0.0000000,0.0606624
Alagoas,Nordeste,270450,Maragogi,98.0172728,99.7272727,2.4231006,0.574,-0.0128078,0.0000382,0.0962230
Alagoas,Nordeste,270460,Maravilha,80.1778673,100.0000000,1.0317763,0.569,0.0228428,0.0000000,0.0115574
Alagoas,Nordeste,270470,Marechal Deodoro,93.1473510,100.0000000,11.3672865,0.642,-0.0171083,0.0000000,0.0647500
Alagoas,Nordeste,270480,Maribondo,93.5599003,100.0000000,3.9860589,0.597,0.0265827,0.0000000,0.0058560
Alagoas,Nordeste,270500,Mata Grande,80.3409390,82.1200000,0.7687157,0.504,-0.0221507,0.0004832,-0.0225736
Alagoas,Nordeste,270510,Matriz de Camaragibe,79.9886525,100.0000000,1.5600292,0.584,0.0003379,0.0000000,0.0271397
Alagoas,Nordeste,270520,Messias,92.6587944,100.0000000,3.6202663,0.568,-0.0230805,0.0000000,0.0204523
Alagoas,Nordeste,270530,Minador do Negrão,84.1352074,100.0000000,2.2656094,0.563,-0.0003654,0.0000000,0.0970606
Alagoas,Nordeste,270540,Monteirópolis,90.9993703,100.0000000,0.6258311,0.539,-0.0075175,0.0000000,-0.0082429
Alagoas,Nordeste,270550,Murici,87.7429397,100.0000000,3.0356949,0.527,0.0057608,0.0000000,0.0167474
Alagoas,Nordeste,270560,Novo Lino,91.0069748,100.0000000,0.7438429,0.521,-0.0424949,0.0000000,0.0254211
Alagoas,Nordeste,270570,Olho d'Água das Flores,88.3162251,100.0000000,2.2387591,0.565,-0.0056542,0.0000000,0.0240038
Alagoas,Nordeste,270580,Olho d'Água do Casado,99.1580661,100.0000000,0.5545445,0.525,0.0005681,0.0000000,0.0925697
Alagoas,Nordeste,270590,Olho d'Água Grande,80.6229033,97.2263636,0.2832929,0.503,0.0992808,0.0133956,0.1514266
Alagoas,Nordeste,270600,Olivença,92.6039051,100.0000000,0.4300321,0.493,-0.0176949,0.0000000,0.0114675
Alagoas,Nordeste,270610,Ouro Branco,95.0876034,95.6381818,1.0680207,0.547,0.0042739,0.0184009,0.1917986
Alagoas,Nordeste,270620,Palestina,89.5468461,97.0445455,0.7934608,0.558,-0.0143214,0.0156601,-0.0736269
Alagoas,Nordeste,270630,Palmeira dos Índios,89.1658858,100.0000000,7.2745918,0.638,-0.0441290,0.0000000,-0.0069743
Alagoas,Nordeste,270640,Pão de Açúcar,90.2434263,96.2409091,2.0146018,0.593,-0.0344334,0.0089398,-0.0027103
Alagoas,Nordeste,270642,Pariconha,92.4360385,100.0000000,0.7418593,0.548,-0.0275394,0.0000000,0.1511320
Alagoas,Nordeste,270644,Paripueira,87.5695668,97.0454545,4.6184308,0.605,0.0268590,0.0481481,0.0645445
Alagoas,Nordeste,270650,Passo de Camaragibe,90.5870108,100.0000000,1.2299882,0.533,0.0077074,0.0000000,0.0486711
Alagoas,Nordeste,270660,Paulo Jacinto,95.4686568,100.0000000,1.4869189,0.589,-0.0142133,0.0000000,0.0072004
Alagoas,Nordeste,270670,Penedo,89.6642437,98.7054545,4.2981311,0.63,0.0100898,0.0023645,0.0095202
Alagoas,Nordeste,270680,Piaçabuçu,91.0063209,100.0000000,1.3070019,0.572,-0.0074772,0.0000000,0.0052913
Alagoas,Nordeste,270690,Pilar,94.1273050,100.0000000,8.1301750,0.61,-0.0044002,0.0000000,0.0285663
Alagoas,Nordeste,270700,Pindoba,93.9024390,100.0000000,2.4824595,0.574,0.0299097,0.0000000,0.0284596
Alagoas,Nordeste,270710,Piranhas,83.5721166,97.7836364,3.6829628,0.589,-0.0247134,0.0005901,-0.0305783
Alagoas,Nordeste,270720,Poço das Trincheiras,80.4298430,89.5590909,0.6189035,0.526,0.0151581,0.0209695,0.0255031
Alagoas,Nordeste,270730,Porto Calvo,87.3029130,100.0000000,2.2030797,0.586,-0.0622583,0.0000000,0.0723236
Alagoas,Nordeste,270740,Porto de Pedras,82.3386126,100.0000000,1.3671580,0.541,-0.0297991,0.0000000,0.1058557
Alagoas,Nordeste,270750,Porto Real do Colégio,93.1307363,94.9454545,1.0557781,0.551,0.0045382,0.0110450,-0.0374490
Alagoas,Nordeste,270760,Quebrangulo,93.8496676,100.0000000,1.9763067,0.559,0.0053221,0.0000000,0.0335519
Alagoas,Nordeste,270770,Rio Largo,87.8064421,96.0227273,9.4720456,0.643,-0.0307456,0.0019858,0.0306470
Alagoas,Nordeste,270780,Roteiro,95.9203331,100.0000000,0.4399476,0.505,0.0255135,0.0000000,0.1952058
Alagoas,Nordeste,270790,Santa Luzia do Norte,84.7280444,100.0000000,7.8598544,0.597,0.0103499,0.0000000,0.0351875
Alagoas,Nordeste,270800,Santana do Ipanema,88.8676760,79.6909091,4.3940171,0.591,-0.0031012,0.0131760,0.0107950
Alagoas,Nordeste,270810,Santana do Mundaú,95.0553093,100.0000000,0.9709567,0.519,0.0084520,0.0000000,0.0922124
Alagoas,Nordeste,270820,São Brás,89.5416097,100.0000000,1.3450289,0.572,-0.0239457,0.0000000,0.0215561
Alagoas,Nordeste,270830,São José da Laje,84.5059687,100.0000000,1.2855077,0.573,-0.0029298,0.0000000,0.0346122
Alagoas,Nordeste,270840,São José da Tapera,92.6191537,100.0000000,0.5254198,0.527,-0.0096642,0.0000000,0.0578896
Alagoas,Nordeste,270850,São Luís do Quitunde,88.6895467,100.0000000,1.6492069,0.536,-0.0396669,0.0000000,0.0594646
Alagoas,Nordeste,270860,São Miguel dos Campos,90.1249919,97.5900000,5.9488555,0.623,-0.0186105,0.0005183,0.0016472
Alagoas,Nordeste,270870,São Miguel dos Milagres,90.0269860,100.0000000,1.6745713,0.591,-0.0154696,0.0000000,0.1206759
Alagoas,Nordeste,270880,São Sebastião,93.6586004,98.7600000,1.2306240,0.549,-0.0216535,0.0047795,0.0181927
Alagoas,Nordeste,270890,Satuba,83.0003970,100.0000000,11.1434369,0.66,-0.1313147,0.0000000,0.0952738
Alagoas,Nordeste,270895,Senador Rui Palmeira,96.9909969,100.0000000,0.2054681,0.518,-0.0213950,0.0000000,-0.0108003
Alagoas,Nordeste,270900,Tanque d'Arca,79.9828136,100.0000000,0.6808402,0.555,0.0382275,0.0000000,0.0806454
Alagoas,Nordeste,270910,Taquarana,85.9087045,100.0000000,1.1936016,0.541,0.0410483,0.0000000,0.0673591
Alagoas,Nordeste,270915,Teotônio Vilela,92.5522096,100.0000000,1.2245139,0.564,0.0118551,0.0000000,0.1395151
Alagoas,Nordeste,270920,Traipu,71.7040615,99.4509091,0.8367435,0.532,0.2204185,0.0003883,-0.0063775
Alagoas,Nordeste,270930,União dos Palmares,88.8727264,85.9172727,3.4835688,0.593,0.0120876,0.0127236,0.0158364
Alagoas,Nordeste,270940,Viçosa,93.2218018,84.3236364,3.1563352,0.586,-0.0275620,0.0583190,0.0132446
Bahia,Nordeste,290010,Abaíra,95.9218031,98.1536364,7.4723622,0.603,0.0068888,0.0051763,-0.0130453
Bahia,Nordeste,290020,Abaré,96.7365380,100.0000000,2.0299824,0.575,0.0029854,0.0000000,-0.0219199
Bahia,Nordeste,290030,Acajutiba,81.4788384,100.0000000,0.9317744,0.582,0.2912404,0.0000000,-0.0209384
Bahia,Nordeste,290040,Água Fria,88.7722034,100.0000000,2.9050767,0.55,-0.0473052,0.0000000,0.6020837
Bahia,Nordeste,290060,Aiquara,76.8950875,97.4572727,1.9341337,0.583,0.0703050,0.0108610,-0.1480059
Bahia,Nordeste,290070,Alagoinhas,61.8897771,60.0445455,14.6932056,0.683,-0.0639602,0.0525301,0.0033160
Bahia,Nordeste,290080,Alcobaça,86.2480584,100.0000000,3.1807260,0.608,0.0636201,0.0000000,-0.0034128
Bahia,Nordeste,290090,Almadina,67.9034605,100.0000000,1.9557349,0.563,0.0459971,0.0000000,0.0440040
Bahia,Nordeste,290100,Amargosa,90.9108747,89.0381818,2.4662895,0.625,0.0262758,0.0146680,0.0118419
Bahia,Nordeste,290110,Amélia Rodrigues,79.3525025,90.7027273,7.5734610,0.666,1.4354824,0.0199606,0.0398265
Bahia,Nordeste,290115,América Dourada,88.4163570,100.0000000,0.2043224,0.561,-0.0044393,0.0000000,0.1576564
Bahia,Nordeste,290120,Anagé,85.8296941,98.7872727,0.3592930,0.54,0.0247914,0.0045894,0.1039895
Bahia,Nordeste,290130,Andaraí,87.4784604,100.0000000,1.0968665,0.555,0.0231550,0.0000000,0.0199480
Bahia,Nordeste,290135,Andorinha,83.9069124,85.8963636,13.9630035,0.588,0.0310540,0.1896549,1.7041261
Bahia,Nordeste,290140,Angical,90.8429689,82.1027273,0.6128166,0.625,-0.0169450,0.1198527,0.1819808
Bahia,Nordeste,290150,Anguera,93.5474308,94.3263636,1.8486670,0.589,0.0177610,0.0443753,-0.0217705
Bahia,Nordeste,290160,Antas,84.6740878,89.9536364,0.5637483,0.592,-0.0123618,0.0326865,-0.0176317
Bahia,Nordeste,290170,Antônio Cardoso,85.7288441,100.0000000,2.2171020,0.561,-0.0199588,0.0000000,0.1244070
Bahia,Nordeste,290180,Antônio Gonçalves,88.1204882,94.0800000,1.1658771,0.598,0.3058693,0.0649733,0.0374736
Bahia,Nordeste,290190,Aporá,84.1539005,100.0000000,0.4181868,0.548,0.0597229,0.0000000,0.0325267
Bahia,Nordeste,290195,Apuarema,85.3812356,98.4709091,0.6809673,0.552,0.0220599,0.0101258,0.2523060
Bahia,Nordeste,290205,Araças,92.0023325,94.2009091,5.6198512,0.57,0.0120691,0.0185052,0.0318708
Bahia,Nordeste,290200,Aracatu,94.5255923,98.0218182,0.9564661,0.581,-0.0112323,0.0060519,0.0980022
Bahia,Nordeste,290210,Araci,75.4821164,75.7545455,1.2975606,0.534,-0.0222916,0.0595855,0.0810295
Bahia,Nordeste,290220,Aramari,84.9745993,100.0000000,2.6078627,0.588,-0.0172467,0.0000000,-0.0554607
Bahia,Nordeste,290225,Arataca,62.6069186,100.0000000,0.4681104,0.559,-0.0534711,0.0000000,0.0771120
Bahia,Nordeste,290230,Aratuípe,82.0011102,100.0000000,2.0272187,0.575,0.0074115,0.0000000,-0.0151485
Bahia,Nordeste,290240,Aurelino Leal,67.0719585,100.0000000,1.0737628,0.568,0.0139549,0.0000000,0.0425720
Bahia,Nordeste,290250,Baianópolis,88.5790085,99.6372727,0.5523453,0.589,0.0498168,0.0028547,0.0274617
Bahia,Nordeste,290260,Baixa Grande,88.1924555,92.4754545,0.7331688,0.585,-0.0068383,0.0728729,0.0130275
Bahia,Nordeste,290265,Banzaê,88.1395592,100.0000000,0.1592648,0.579,-0.0696912,0.0000000,0.0467185
Bahia,Nordeste,290270,Barra,95.0683913,74.4490909,1.3540171,0.557,-0.0227927,0.0495242,-0.0852390
Bahia,Nordeste,290280,Barra da Estiva,92.3280040,97.6636364,1.3154268,0.575,0.0032526,0.0043683,0.0694281
Bahia,Nordeste,290290,Barra do Choça,90.9348332,100.0000000,2.0870420,0.551,-0.0105873,0.0000000,0.0697703
Bahia,Nordeste,290300,Barra do Mendes,86.5874586,99.5109091,1.1736514,0.63,-0.0041506,0.0047847,0.0006242
Bahia,Nordeste,290310,Barra do Rocha,86.7632368,100.0000000,1.6911431,0.577,0.0557834,0.0000000,-0.0538615
Bahia,Nordeste,290320,Barreiras,85.4149288,55.6190909,7.6803506,0.721,-0.0284233,0.0487278,0.0136346
Bahia,Nordeste,290323,Barro Alto,85.6006692,99.7618182,0.3063127,0.607,0.0423758,0.0026905,0.1894159
Bahia,Nordeste,290330,Barro Preto,85.5256915,100.0000000,3.4701675,0.602,0.0059637,0.0000000,0.0474192
Bahia,Nordeste,290327,Barrocas,95.1405261,100.0000000,2.5122396,0.61,-0.0050897,0.0000000,-0.0293465
Bahia,Nordeste,290340,Belmonte,74.9074571,100.0000000,4.0108409,0.598,3.5125080,0.0000000,0.0190083
Bahia,Nordeste,290350,Belo Campo,95.7293869,100.0000000,0.8385086,0.575,0.0121730,0.0000000,0.0614519
Bahia,Nordeste,290360,Biritinga,80.8385390,100.0000000,0.8838424,0.538,0.1305062,0.0000000,0.1113138
Bahia,Nordeste,290370,Boa Nova,94.1833940,95.8572727,0.8474592,0.567,-0.0116839,0.0381522,0.2020652
Bahia,Nordeste,290380,Boa Vista do Tupim,66.6514910,99.6709091,0.9483720,0.551,0.1421614,0.0001360,-0.0484577
Bahia,Nordeste,290390,Bom Jesus da Lapa,90.1653023,91.1745455,3.5965231,0.633,-0.0270235,0.0463167,-0.0080984
Bahia,Nordeste,290395,Bom Jesus da Serra,94.5400488,99.7954545,0.2457283,0.546,-0.0157573,0.0023018,0.1690630
Bahia,Nordeste,290400,Boninal,91.1915063,92.0754545,0.3838570,0.612,-0.0264894,0.0366862,-0.0188669
Bahia,Nordeste,290405,Bonito,87.1151300,100.0000000,0.3936518,0.561,0.0047553,0.0000000,0.0525326
Bahia,Nordeste,290410,Boquira,86.0004301,87.7309091,0.7631933,0.603,0.4540482,0.0273397,0.0420107
Bahia,Nordeste,290420,Botuporã,84.3940447,100.0000000,0.6638858,0.575,0.1262117,0.0000000,0.0681669
Bahia,Nordeste,290430,Brejões,80.4855888,98.4690909,0.7900989,0.597,0.6625146,0.0202501,0.0333588
Bahia,Nordeste,290440,Brejolândia,81.1318371,90.1463636,0.3155217,0.592,-0.0207768,-0.0291040,0.1109825
Bahia,Nordeste,290450,Brotas de Macaúbas,96.9458011,98.9809091,0.7051181,0.57,0.0107574,0.0056827,0.0497805
Bahia,Nordeste,290460,Brumado,89.4703392,85.8018182,8.7712363,0.656,0.0096394,0.0301459,0.0369259
Bahia,Nordeste,290470,Buerarema,78.1752496,97.1309091,2.9851649,0.613,0.0362167,0.0198031,0.0401277
Bahia,Nordeste,290480,Caatiba,89.3291989,98.9536364,0.5358311,0.561,0.0263518,0.0010155,-0.0004991
Bahia,Nordeste,290485,Cabaceiras do Paraguaçu,85.2880317,99.3545455,0.4497231,0.581,-0.0450329,0.0076426,0.1826963
Bahia,Nordeste,290490,Cachoeira,81.3871452,100.0000000,2.9289733,0.647,-0.0045688,0.0000000,-0.0292531
Bahia,Nordeste,290500,Caculé,90.8915238,100.0000000,1.5128188,0.637,0.0926956,0.0000000,0.0386285
Bahia,Nordeste,290510,Caém,81.5824349,99.9154545,0.8124951,0.546,0.0187062,0.0000061,0.0215868
Bahia,Nordeste,290515,Caetanos,90.0287679,94.7645455,0.9525290,0.542,-0.0068733,0.0156580,0.3180904
Bahia,Nordeste,290520,Caetité,82.7459031,65.3136364,5.4996263,0.625,0.0005861,0.1172783,0.5288838
Bahia,Nordeste,290530,Cafarnaum,87.5410631,80.8090909,0.1909211,0.584,-0.0215249,0.0918784,0.0959225
Bahia,Nordeste,290540,Cairu,84.0569497,99.3145455,0.6847677,0.627,-0.0293001,0.0067949,0.0527509
Bahia,Nordeste,290550,Caldeirão Grande,95.5801974,90.0109091,0.3211365,0.573,-0.0266335,0.0661029,-0.0242589
Bahia,Nordeste,290560,Camacan,81.4264731,100.0000000,3.8152249,0.581,-0.0208123,0.0000000,-0.0801226
