Estado,Região,CodMun,Município,Média Cob Vac,Média At Pr,Média Plano,IDHm,Média Var CobVac,Média Var At Pr,Média Var Plano
Minas Gerais,Sudeste,310270,Cachoeira de Pajeú,97.8671862,100.0000000,0.7387745,0.578,0.0014300,0.0000000,0.0382168
Minas Gerais,Sudeste,310980,Cachoeira Dourada,86.3321985,100.0000000,6.8343955,0.726,-0.0292586,0.0000000,0.0327906
Minas Gerais,Sudeste,310990,Caetanópolis,97.6744186,100.0000000,15.3224773,0.706,0.0031811,0.0000000,0.0271217
Minas Gerais,Sudeste,311000,Caeté,92.2982691,84.8254545,23.6075020,0.728,-0.0212084,0.0278272,0.0089334
Minas Gerais,Sudeste,311010,Caiana,88.9460731,100.0000000,1.6939476,0.633,0.0340594,0.0000000,0.0167756
Minas Gerais,Sudeste,311020,Cajuri,96.6984452,100.0000000,7.0031191,0.617,0.0080810,0.0000000,0.0164044
Minas Gerais,Sudeste,311030,Caldas,98.8244514,84.7736364,9.4953798,0.687,0.0019205,0.1037765,-0.0710989
Minas Gerais,Sudeste,311040,Camacho,95.2620321,100.0000000,2.7461396,0.69,0.0076536,0.0000000,0.0676003
Minas Gerais,Sudeste,311050,Camanducaia,92.4716872,100.0000000,18.2780482,0.689,-0.0210585,0.0000000,0.0705538
Minas Gerais,Sudeste,311060,Cambuí,85.7891489,88.5245455,21.9486739,0.751,0.0207764,0.0584891,0.0170184
Minas Gerais,Sudeste,311070,Cambuquira,96.1152210,100.0000000,11.7271311,0.699,0.0031497,0.0000000,-0.0021027
Minas Gerais,Sudeste,311080,Campanário,98.1496786,99.3609091,3.3267817,0.616,-0.0014346,0.0005316,-0.0263126
Minas Gerais,Sudeste,311090,Campanha,95.8322425,93.1063636,9.8201504,0.709,0.0124277,0.0080354,-0.0225278
Minas Gerais,Sudeste,311100,Campestre,96.4336126,51.3290909,6.2583536,0.698,0.0023511,0.2820048,-0.0170451
Minas Gerais,Sudeste,311110,Campina Verde,92.7325946,99.9136364,9.6364527,0.704,-0.0012774,0.0000091,-0.0010325
Minas Gerais,Sudeste,311115,Campo Azul,100.0000000,99.0936364,0.1821398,0.621,0.0000000,0.0011041,0.1191407
Minas Gerais,Sudeste,311120,Campo Belo,90.9244347,98.5209091,16.0196515,0.711,0.0219289,0.0108113,0.0111841
Minas Gerais,Sudeste,311130,Campo do Meio,98.2394984,100.0000000,3.3781865,0.683,0.0020901,0.0000000,0.0115356
Minas Gerais,Sudeste,311140,Campo Florido,97.1002122,64.7945455,32.5901453,0.706,-0.0150079,0.1585363,0.0367619
Minas Gerais,Sudeste,311160,Campos Gerais,90.3631601,78.5009091,4.5958874,0.682,0.0226103,-0.0001976,0.0025544
Minas Gerais,Sudeste,311190,Cana Verde,96.6424536,100.0000000,3.0454180,0.65,-0.0245355,0.0000000,-0.0210486
Minas Gerais,Sudeste,311170,Canaã,93.9469486,100.0000000,3.8602159,0.649,0.0525964,0.0000000,-0.0118266
Minas Gerais,Sudeste,311180,Canápolis,90.5544159,100.0000000,6.0479700,0.722,-0.0066791,0.0000000,0.0940457
Minas Gerais,Sudeste,311200,Candeias,97.4485916,100.0000000,8.5883968,0.678,-0.0033604,0.0000000,0.0282250
Minas Gerais,Sudeste,311205,Cantagalo,94.3939394,100.0000000,1.9451323,0.631,-0.0178655,0.0000000,0.0651922
Minas Gerais,Sudeste,311210,Caparaó,94.6776513,100.0000000,1.5788343,0.624,0.0293433,0.0000000,0.0429296
Minas Gerais,Sudeste,311220,Capela Nova,96.7099567,100.0000000,2.8227444,0.648,0.0040877,0.0000000,0.0066830
Minas Gerais,Sudeste,311230,Capelinha,94.7577829,99.8472727,8.8739006,0.653,0.0015864,0.0000287,0.0351923
Minas Gerais,Sudeste,311240,Capetinga,95.1152118,93.2672727,12.7340951,0.675,0.0233693,0.0548456,0.0255598
Minas Gerais,Sudeste,311250,Capim Branco,97.7804248,92.9836364,24.2315700,0.695,-0.0105021,0.0038928,-0.0547546
Minas Gerais,Sudeste,311260,Capinópolis,94.1090857,96.9218182,13.6176558,0.723,0.0001021,0.0157701,-0.0015859
Minas Gerais,Sudeste,311265,Capitão Andrade,90.6369848,100.0000000,3.0816998,0.624,-0.0208746,0.0000000,0.0254780
Minas Gerais,Sudeste,311270,Capitão Enéas,81.8546314,100.0000000,9.8915352,0.639,0.0578586,0.0000000,-0.0286431
Minas Gerais,Sudeste,311280,Capitólio,99.2799280,92.7354545,9.4913275,0.71,0.0006814,-0.0550972,0.0419651
Minas Gerais,Sudeste,311290,Caputira,86.7484247,100.0000000,3.5840976,0.615,0.0207255,0.0000000,0.0445634
Minas Gerais,Sudeste,311300,Caraí,76.5708601,100.0000000,0.9257777,0.558,0.0222517,0.0000000,0.0204667
Minas Gerais,Sudeste,311310,Caranaíba,92.8477952,99.7363636,2.7770197,0.634,-0.0260623,0.0029866,0.0682797
Minas Gerais,Sudeste,311320,Carandaí,97.8416489,91.5545455,16.0553799,0.697,-0.0080641,0.0692796,0.0455516
Minas Gerais,Sudeste,311330,Carangola,86.8658323,91.0572727,12.1833670,0.695,0.0261684,0.0368055,-0.0048199
Minas Gerais,Sudeste,311340,Caratinga,94.0558317,93.2427273,12.9874157,0.706,-0.0159183,0.0504144,0.0379192
Minas Gerais,Sudeste,311350,Carbonita,97.7185650,100.0000000,14.3697869,0.638,0.0050723,0.0000000,0.0337119
Minas Gerais,Sudeste,311370,Carlos Chagas,94.5052499,96.8236364,8.3495315,0.648,0.0130120,0.0537043,0.0001264
Minas Gerais,Sudeste,311390,Carmo da Cachoeira,100.0000000,100.0000000,6.8525310,0.655,0.0000000,0.0000000,0.0001436
Minas Gerais,Sudeste,311400,Carmo da Mata,97.5324407,99.1290909,21.8893009,0.689,0.0022431,0.0105950,0.0714440
Minas Gerais,Sudeste,311410,Carmo de Minas,95.2302944,100.0000000,21.1959889,0.682,0.0055563,0.0000000,0.0364200
Minas Gerais,Sudeste,311420,Carmo do Cajuru,94.9802148,95.7781818,40.2422236,0.71,0.0033214,0.0427966,0.0245256
Minas Gerais,Sudeste,311430,Carmo do Paranaíba,88.2725160,98.0827273,7.9539537,0.705,-0.0014166,0.0155528,0.0509298
Minas Gerais,Sudeste,311440,Carmo do Rio Claro,87.7910514,76.6800000,8.8673403,0.733,0.0366399,0.0144548,-0.0219482
Minas Gerais,Sudeste,311450,Carmópolis de Minas,97.7134863,92.3209091,14.8983680,0.7,-0.0055813,0.0215545,0.0113696
Minas Gerais,Sudeste,311455,Carneirinho,97.5393490,97.1372727,21.4898398,0.741,-0.0116554,0.0144741,0.0800592
Minas Gerais,Sudeste,311460,Carrancas,88.6525974,98.4090909,7.5926425,0.725,0.0092858,0.0212121,0.0119302
Minas Gerais,Sudeste,311470,Carvalhópolis,94.3863912,99.8118182,11.4942412,0.724,0.0082371,0.0000438,-0.0324162
Minas Gerais,Sudeste,311480,Carvalhos,89.9728111,100.0000000,6.9589918,0.646,0.0099488,0.0000000,0.0344679
Minas Gerais,Sudeste,311490,Casa Grande,86.7532468,100.0000000,3.0384081,0.652,0.0933918,0.0000000,0.0461414
Minas Gerais,Sudeste,311500,Cascalho Rico,96.4318182,100.0000000,1.9372155,0.721,-0.0305543,0.0000000,-0.0457219
Minas Gerais,Sudeste,311510,Cássia,95.1575502,76.9445455,10.2767556,0.704,0.0038064,0.0656819,0.0223467
Minas Gerais,Sudeste,311530,Cataguases,92.1605832,89.6772727,21.6039325,0.751,-0.0099045,0.0045930,-0.0037974
Minas Gerais,Sudeste,311535,Catas Altas,98.9824380,96.9590909,31.2230712,0.684,0.0010035,0.0168130,-0.0334777
Minas Gerais,Sudeste,311540,Catas Altas da Noruega,90.3967909,99.4881818,2.8524042,0.6,0.0793121,0.0035586,-0.0049045
Minas Gerais,Sudeste,311545,Catuji,95.6682226,100.0000000,3.0612667,0.54,-0.0353419,0.0000000,0.1247645
Minas Gerais,Sudeste,311547,Catuti,95.4018798,100.0000000,0.4289540,0.621,-0.0051954,0.0000000,-0.0468234
Minas Gerais,Sudeste,311550,Caxambu,94.5238156,65.7418182,26.6145335,0.743,0.0066217,0.0939558,0.0068499
Minas Gerais,Sudeste,311560,Cedro do Abaeté,85.1623377,100.0000000,2.4984741,0.678,0.0335265,0.0000000,-0.0289822
Minas Gerais,Sudeste,311570,Central de Minas,95.4121409,100.0000000,2.7286991,0.665,0.0020162,0.0000000,0.0079885
Minas Gerais,Sudeste,311580,Centralina,96.5042924,95.6418182,6.6313941,0.678,-0.0079253,-0.0315276,0.2345007
Minas Gerais,Sudeste,311590,Chácara,86.1138861,100.0000000,7.3668230,0.664,-0.0132076,0.0000000,0.0361181
Minas Gerais,Sudeste,311600,Chalé,97.7441077,100.0000000,1.7971074,0.655,0.0022151,0.0000000,0.0537594
Minas Gerais,Sudeste,311610,Chapada do Norte,92.6773874,100.0000000,0.7028436,0.598,0.0161914,0.0000000,0.0582868
Minas Gerais,Sudeste,311615,Chapada Gaúcha,100.0000000,98.2081818,0.5965665,0.635,0.0000000,0.0097722,0.1234422
Minas Gerais,Sudeste,311620,Chiador,81.7362621,100.0000000,5.1976517,0.711,-0.0603456,0.0000000,0.0978411
Minas Gerais,Sudeste,311630,Cipotânea,94.9049892,99.2009091,1.2011387,0.579,0.0156996,0.0008471,0.0371988
Minas Gerais,Sudeste,311640,Claraval,100.0000000,81.1327273,6.7222697,0.698,0.0000000,0.0319029,0.0245282
Minas Gerais,Sudeste,311650,Claro dos Poções,97.6902115,100.0000000,2.2810362,0.67,-0.0003865,0.0000000,-0.0329411
Minas Gerais,Sudeste,311660,Cláudio,92.1846551,87.8200000,24.6503814,0.709,0.0131966,-0.0012230,0.0300821
Minas Gerais,Sudeste,311670,Coimbra,86.0626913,96.7554545,8.0328348,0.669,0.0048723,0.0058127,0.0090353
Minas Gerais,Sudeste,311680,Coluna,91.0808411,79.8190909,1.8466036,0.583,-0.0174413,0.0372965,0.0326736
Minas Gerais,Sudeste,311690,Comendador Gomes,92.3078827,100.0000000,11.4526373,0.697,0.0748400,0.0000000,0.1065026
Minas Gerais,Sudeste,311700,Comercinho,94.5844812,97.3909091,1.1235706,0.593,0.0000837,0.0048409,0.0889182
Minas Gerais,Sudeste,311710,Conceição da Aparecida,99.1130820,96.6272727,2.8962832,0.691,0.0010547,-0.0288904,0.0117065
Minas Gerais,Sudeste,311520,Conceição da Barra de Minas,96.4090722,86.0545455,3.6001109,0.685,0.0044684,0.0031720,0.1372914
Minas Gerais,Sudeste,311730,Conceição das Alagoas,85.8605141,98.2218182,21.7481408,0.712,-0.0075959,0.0047563,0.1395596
Minas Gerais,Sudeste,311720,Conceição das Pedras,96.9364251,100.0000000,1.9819131,0.668,0.0087884,0.0000000,0.0781057
Minas Gerais,Sudeste,311740,Conceição de Ipanema,94.0983607,100.0000000,1.0585910,0.676,0.0235057,0.0000000,0.0744460
Minas Gerais,Sudeste,311750,Conceição do Mato Dentro,97.9005396,83.8081818,15.9128140,0.634,-0.0086065,0.0384952,0.2094328
Minas Gerais,Sudeste,311760,Conceição do Pará,92.7272727,100.0000000,16.8735783,0.7,0.0315033,0.0000000,0.0350802
Minas Gerais,Sudeste,311770,Conceição do Rio Verde,96.6727609,73.2909091,17.3393411,0.665,0.0070538,0.1254470,0.0643895
Minas Gerais,Sudeste,311780,Conceição dos Ouros,98.6329132,91.1781818,17.1894962,0.703,0.0012205,0.1335884,0.0052268
Minas Gerais,Sudeste,311783,Cônego Marinho,96.9615487,100.0000000,0.3080114,0.621,0.0033657,0.0000000,0.0321329
Minas Gerais,Sudeste,311787,Confins,98.7119255,100.0000000,28.5735141,0.747,0.0013656,0.0000000,0.0420305
Minas Gerais,Sudeste,311790,Congonhal,94.8949757,92.5018182,14.3099696,0.712,-0.0103307,0.1401231,0.0182642
Minas Gerais,Sudeste,311800,Congonhas,99.0909091,87.2509091,40.8824449,0.753,-0.0067368,-0.0383418,-0.0123020
Minas Gerais,Sudeste,311810,Congonhas do Norte,97.7116167,100.0000000,2.8791060,0.568,-0.0190498,0.0000000,0.2829676
Minas Gerais,Sudeste,311820,Conquista,92.9067388,99.7945455,27.9369630,0.729,-0.0001103,-0.0002349,0.1088971
Minas Gerais,Sudeste,311830,Conselheiro Lafaiete,95.6105013,79.0127273,40.9538207,0.761,0.0007793,0.0251985,-0.0118394
Minas Gerais,Sudeste,311840,Conselheiro Pena,95.3822574,94.1672727,12.9945178,0.662,-0.0144813,0.0190417,0.0046260
Minas Gerais,Sudeste,311860,Contagem,90.5462288,71.7436364,42.5468143,0.756,-0.0174836,0.0224731,-0.0060783
Minas Gerais,Sudeste,311870,Coqueiral,97.1533517,97.5390909,5.5495420,0.694,0.0242072,0.0100478,0.0217280
Minas Gerais,Sudeste,311880,Coração de Jesus,97.9895608,100.0000000,1.4953166,0.642,-0.0020793,0.0000000,0.0099988
Minas Gerais,Sudeste,311890,Cordisburgo,93.9978471,95.8272727,5.3294617,0.656,-0.0275787,0.0068020,-0.0133836
Minas Gerais,Sudeste,311900,Cordislândia,93.9809320,100.0000000,3.2404410,0.66,0.0016917,0.0000000,0.0231361
Minas Gerais,Sudeste,311910,Corinto,87.6570800,95.7427273,8.0623458,0.68,0.0057009,0.0304486,-0.0019766
Minas Gerais,Sudeste,311920,Coroaci,94.1964286,100.0000000,3.7448437,0.626,0.0939320,0.0000000,0.0051511
Minas Gerais,Sudeste,311930,Coromandel,94.4194678,76.2918182,9.3427633,0.708,-0.0105498,0.0343331,0.0505453
Minas Gerais,Sudeste,311940,Coronel Fabriciano,89.7696379,76.3827273,32.9854823,0.755,-0.0100656,0.1175744,0.0281521
Minas Gerais,Sudeste,311950,Coronel Murta,90.8473086,100.0000000,1.6311132,0.627,0.0356670,0.0000000,-0.1058472
Minas Gerais,Sudeste,311960,Coronel Pacheco,93.2323232,100.0000000,12.2559043,0.669,0.0578954,0.0000000,0.0020623
Minas Gerais,Sudeste,311970,Coronel Xavier Chaves,88.7032441,99.9127273,8.1226058,0.677,0.0517468,0.0000027,0.0178752
Minas Gerais,Sudeste,311980,Córrego Danta,95.6228956,99.9345455,19.5151097,0.692,0.0080159,0.0007252,0.2364544
Minas Gerais,Sudeste,311990,Córrego do Bom Jesus,87.8956497,93.2636364,7.7680416,0.692,0.0578185,0.0042865,0.0820343
Minas Gerais,Sudeste,311995,Córrego Fundo,99.0816484,95.8581818,9.6577294,0.678,-0.0045463,-0.0455600,0.1572417
Minas Gerais,Sudeste,312000,Córrego Novo,91.5546886,100.0000000,7.1892678,0.632,0.0192926,0.0000000,0.2626965
Minas Gerais,Sudeste,312010,Couto de Magalhães de Minas,87.0444384,100.0000000,2.2484342,0.659,0.1015293,0.0000000,-0.0014798
Minas Gerais,Sudeste,312015,Crisólita,93.1845439,100.0000000,1.0374356,0.585,-0.0469452,0.0000000,0.0795789
Minas Gerais,Sudeste,312020,Cristais,95.4841859,100.0000000,5.7275916,0.692,0.0048350,0.0000000,0.0006050
Minas Gerais,Sudeste,312030,Cristália,89.7245277,100.0000000,0.5981597,0.583,0.0373878,0.0000000,0.0589518
Minas Gerais,Sudeste,312040,Cristiano Otoni,89.3280867,94.1327273,11.1885679,0.695,0.3372685,0.0130394,0.0435820
Minas Gerais,Sudeste,312050,Cristina,95.6325434,100.0000000,21.0831080,0.668,0.0067649,0.0000000,0.0426716
Minas Gerais,Sudeste,312060,Crucilândia,97.1611750,100.0000000,4.3256655,0.651,0.0070076,0.0000000,0.0835127
Minas Gerais,Sudeste,312070,Cruzeiro da Fortaleza,98.6404221,95.5036364,4.1449335,0.696,0.0012115,0.0132105,0.0398733
Minas Gerais,Sudeste,312080,Cruzília,91.3363537,100.0000000,15.7928446,0.695,-0.0089799,0.0000000,0.0354272
Minas Gerais,Sudeste,312083,Cuparaque,87.1902340,96.3836364,1.6966366,0.627,-0.0091865,-0.0397800,-0.0145225
Minas Gerais,Sudeste,312087,Curral de Dentro,98.5893417,99.2827273,1.3389823,0.585,0.0028501,0.0006758,0.0774759
Minas Gerais,Sudeste,312090,Curvelo,90.0497671,81.9745455,14.9265491,0.713,0.0003600,0.0321149,0.0053110
Minas Gerais,Sudeste,312100,Datas,96.1220598,100.0000000,2.0793516,0.616,0.0052152,0.0000000,0.0126075
Minas Gerais,Sudeste,312110,Delfim Moreira,95.5710956,100.0000000,7.2668730,0.669,-0.0094098,0.0000000,0.0206196
Minas Gerais,Sudeste,312120,Delfinópolis,95.7097755,100.0000000,6.5107674,0.74,0.0083997,0.0000000,0.0574503
Minas Gerais,Sudeste,312125,Delta,95.3125270,96.4436364,20.3611113,0.639,0.0124917,0.0078239,0.0682919
Minas Gerais,Sudeste,312130,Descoberto,93.8408475,100.0000000,6.5125790,0.68,0.0104659,0.0000000,0.0042660
Minas Gerais,Sudeste,312140,Desterro de Entre Rios,99.0406368,99.3690909,4.3886383,0.639,0.0003965,0.0039283,0.1470860
Minas Gerais,Sudeste,312150,Desterro do Melo,95.7730812,100.0000000,3.0682614,0.631,0.0143735,0.0000000,0.0463139
Minas Gerais,Sudeste,312160,Diamantina,79.0248149,86.9727273,11.5387299,0.716,-0.0257412,0.0458059,0.0101386
Minas Gerais,Sudeste,312170,Diogo de Vasconcelos,99.1735537,100.0000000,1.7903928,0.601,0.0009091,0.0000000,0.1466099
Minas Gerais,Sudeste,312180,Dionísio,99.6060606,94.9200000,9.4749583,0.702,-0.0015936,0.0478250,-0.0366356
Minas Gerais,Sudeste,312190,Divinésia,99.6362181,100.0000000,19.3382445,0.657,0.0000817,0.0000000,0.0117209
Minas Gerais,Sudeste,312200,Divino,89.6915997,87.0772727,3.5088105,0.605,-0.0527435,0.0439681,0.0273602
Minas Gerais,Sudeste,312210,Divino das Laranjeiras,97.1878928,100.0000000,3.7154701,0.661,0.0041211,0.0000000,-0.0212403
Minas Gerais,Sudeste,312220,Divinolândia de Minas,97.4979149,92.7972727,4.7710622,0.623,0.0130247,0.1021643,0.0572951
Minas Gerais,Sudeste,312230,Divinópolis,91.3014271,65.8327273,57.0426573,0.764,0.0013923,0.0343679,-0.0053526
Minas Gerais,Sudeste,312235,Divisa Alegre,97.2676049,100.0000000,1.9367010,0.608,-0.0102528,0.0000000,0.0101783
Minas Gerais,Sudeste,312240,Divisa Nova,99.6791444,85.2963636,4.9470542,0.67,0.0001291,0.0685683,0.0080042
Minas Gerais,Sudeste,312245,Divisópolis,98.3230362,98.2927273,0.7549233,0.609,0.0041724,0.0226552,0.0582994
Minas Gerais,Sudeste,312247,Dom Bosco,96.8297953,98.2118182,4.9714227,0.673,0.0084926,0.0112026,0.4436956
Minas Gerais,Sudeste,312250,Dom Cavati,90.1905472,96.9536364,7.1529342,0.688,0.0582147,0.0168886,0.0425658
Minas Gerais,Sudeste,312260,Dom Joaquim,90.9843899,100.0000000,6.7352353,0.622,0.0431927,0.0000000,0.2172658
Minas Gerais,Sudeste,312270,Dom Silvério,91.2415555,100.0000000,7.6059508,0.709,0.0254678,0.0000000,0.0135833
Minas Gerais,Sudeste,312280,Dom Viçoso,86.4792913,100.0000000,16.3495574,0.687,0.0145703,0.0000000,0.1133245
Minas Gerais,Sudeste,312290,Dona Eusébia,98.0574278,95.6818182,6.2024533,0.701,0.0045082,-0.0475000,0.0286571
Minas Gerais,Sudeste,312300,Dores de Campos,84.8189290,73.2972727,15.7134985,0.686,0.0329806,0.0437202,0.0423126
Minas Gerais,Sudeste,312310,Dores de Guanhães,95.4763986,96.9281818,3.4790312,0.636,0.0117881,0.0172446,0.0478089
Minas Gerais,Sudeste,312320,Dores do Indaiá,89.2165227,99.0281818,13.9811426,0.719,0.0218493,0.0001063,0.0099025
Minas Gerais,Sudeste,312352,Durandé,85.1822228,100.0000000,2.1833264,0.645,-0.0332114,0.0000000,0.1106463
Minas Gerais,Sudeste,312360,Elói Mendes,95.7936668,93.4927273,24.7503095,0.685,-0.0116302,0.0327524,-0.0615669
Minas Gerais,Sudeste,312370,Engenheiro Caldas,94.7369589,99.5345455,7.1190158,0.644,0.0043951,0.0053963,-0.0114918
Minas Gerais,Sudeste,312380,Engenheiro Navarro,97.8733766,100.0000000,7.1161278,0.655,-0.0012148,0.0000000,0.1304724
Minas Gerais,Sudeste,312385,Entre Folhas,97.6952625,100.0000000,2.9982710,0.634,0.0086102,0.0000000,0.0375477
Minas Gerais,Sudeste,312390,Entre Rios de Minas,93.7829718,73.1627273,12.8468788,0.672,0.0142165,0.0065331,0.0478664
Minas Gerais,Sudeste,312400,Ervália,89.1918630,100.0000000,3.7066964,0.625,0.1903765,0.0000000,0.0290485
Minas Gerais,Sudeste,312410,Esmeraldas,97.2180200,79.8827273,15.0633777,0.671,-0.0100831,0.0889688,0.0404927
Minas Gerais,Sudeste,312420,Espera Feliz,93.4289261,97.8600000,3.8750534,0.663,0.0236016,-0.0029145,0.0290956
Minas Gerais,Sudeste,312430,Espinosa,92.6843441,99.2200000,1.8421112,0.627,0.0010728,0.0000952,-0.0059774
Minas Gerais,Sudeste,312440,Espírito Santo do Dourado,94.9031484,100.0000000,7.2268974,0.685,-0.0086645,0.0000000,0.0723679
Minas Gerais,Sudeste,312450,Estiva,92.6408122,77.1518182,15.8651105,0.691,0.0233164,0.0188928,0.1046278
Minas Gerais,Sudeste,312460,Estrela Dalva,88.9665859,100.0000000,6.3294753,0.71,0.0455910,0.0000000,0.0381630
Minas Gerais,Sudeste,312470,Estrela do Indaiá,84.8614719,96.7490909,5.5448303,0.676,0.0855371,0.0082921,0.0610368
Minas Gerais,Sudeste,312480,Estrela do Sul,91.6733263,85.1272727,8.5053921,0.696,0.0213775,-0.0566544,0.0244674
Minas Gerais,Sudeste,312490,Eugenópolis,90.6171487,100.0000000,5.6561165,0.675,-0.0591796,0.0000000,0.0127464
Minas Gerais,Sudeste,312500,Ewbank da Câmara,97.7344197,100.0000000,11.6145770,0.676,0.0056169,0.0000000,0.0242087
Minas Gerais,Sudeste,312510,Extrema,95.6603287,99.8154545,54.0311394,0.732,0.0018445,0.0000421,0.0125112
Minas Gerais,Sudeste,312520,Fama,87.5785165,100.0000000,8.7314924,0.717,-0.0110334,0.0000000,-0.0028314
Minas Gerais,Sudeste,312530,Faria Lemos,88.0600820,99.3081818,4.8934109,0.687,0.0199013,0.0082368,-0.0118936
Minas Gerais,Sudeste,312540,Felício dos Santos,84.6075838,100.0000000,1.0062821,0.606,0.3597134,0.0000000,0.0440062
Minas Gerais,Sudeste,312560,Felisburgo,95.5358951,99.3409091,1.6193359,0.583,-0.0140080,0.0005082,0.0525436
Minas Gerais,Sudeste,312570,Felixlândia,92.4341021,95.3509091,9.0690903,0.648,-0.0113487,0.0535264,0.0007150
Minas Gerais,Sudeste,312580,Fernandes Tourinho,96.1377438,100.0000000,4.2182860,0.646,0.0026667,0.0000000,0.0200067
Minas Gerais,Sudeste,312590,Ferros,91.2253450,98.6609091,7.3285611,0.603,-0.0534618,0.0111070,0.0703977
Minas Gerais,Sudeste,312595,Fervedouro,96.0563784,100.0000000,1.5984166,0.58,0.0129826,0.0000000,-0.0331170
Minas Gerais,Sudeste,312600,Florestal,97.7517107,95.9163636,37.8558062,0.724,0.0081260,-0.0063687,0.0035427
Minas Gerais,Sudeste,312610,Formiga,93.6393766,87.2463636,20.2160991,0.755,0.0033311,0.0077745,0.0202475
Minas Gerais,Sudeste,312620,Formoso,95.6347811,96.9327273,1.6199891,0.64,0.0046715,0.0069014,0.0617421
Minas Gerais,Sudeste,312650,Francisco Badaró,86.7430452,99.4436364,0.9636260,0.622,0.0216757,0.0025296,0.0096917
Minas Gerais,Sudeste,312660,Francisco Dumont,90.6902715,100.0000000,0.8777645,0.625,0.0486329,0.0000000,0.0037154
Minas Gerais,Sudeste,312670,Francisco Sá,93.6734809,100.0000000,2.9169620,0.654,-0.0084899,0.0000000,-0.0194654
Minas Gerais,Sudeste,312675,Franciscópolis,96.0573994,100.0000000,1.3992815,0.603,0.0048855,0.0000000,0.1491228
Minas Gerais,Sudeste,312680,Frei Gaspar,88.5989137,100.0000000,2.5974559,0.59,0.0459453,0.0000000,0.1205599
Minas Gerais,Sudeste,312690,Frei Inocêncio,85.4533779,97.8536364,5.7535970,0.648,-0.0028320,0.0072972,0.0344531
Minas Gerais,Sudeste,312695,Frei Lagonegro,94.3223140,99.2909091,0.1689691,0.543,0.0237068,0.0004423,0.3967319
Minas Gerais,Sudeste,312700,Fronteira,92.3189335,68.0027273,21.5260410,0.684,-0.0183069,0.0354497,-0.0337443
Minas Gerais,Sudeste,312705,Fronteira dos Vales,92.7341781,95.1681818,2.6079126,0.592,-0.0042575,0.0192605,-0.0562075
Minas Gerais,Sudeste,312707,Fruta de Leite,86.4922347,95.9890909,0.5743344,0.544,-0.0958783,-0.0441200,0.1708059
Minas Gerais,Sudeste,312710,Frutal,84.6017821,71.0272727,28.6057817,0.73,0.0148757,-0.0517349,-0.0009706
Minas Gerais,Sudeste,312720,Funilândia,99.8144712,100.0000000,5.8059245,0.655,-0.0020408,0.0000000,0.0108853
Minas Gerais,Sudeste,312730,Galiléia,97.5203368,100.0000000,5.0830618,0.654,0.0060747,0.0000000,0.0139548
Minas Gerais,Sudeste,312733,Gameleiras,96.6577540,100.0000000,0.2238915,0.65,0.0072464,0.0000000,0.0553020
Minas Gerais,Sudeste,312737,Goiabeira,91.3182628,100.0000000,2.1623268,0.647,0.0074416,0.0000000,0.1133856
Minas Gerais,Sudeste,312738,Goianá,96.7919666,97.4890909,25.3454679,0.716,0.0123307,0.0126978,0.6093041
Minas Gerais,Sudeste,312740,Gonçalves,100.0000000,94.6272727,4.6437981,0.683,0.0000000,0.0278030,0.1481325
Minas Gerais,Sudeste,312750,Gonzaga,98.9554749,100.0000000,1.8807461,0.606,0.0004745,0.0000000,0.0638010
Minas Gerais,Sudeste,312760,Gouveia,88.0100591,100.0000000,4.3956131,0.681,0.0180348,0.0000000,-0.0050052
Minas Gerais,Sudeste,312770,Governador Valadares,92.9677972,75.0127273,26.3739830,0.727,-0.0239643,0.0456920,0.0018995
Minas Gerais,Sudeste,312780,Grão Mogol,85.7819281,98.8309091,1.6091678,0.604,0.0226898,-0.0128600,0.0847974
Minas Gerais,Sudeste,312790,Grupiara,84.4337481,100.0000000,1.9908691,0.731,0.0573901,0.0000000,-0.0222827
Minas Gerais,Sudeste,312800,Guanhães,96.0279827,92.0636364,11.8934691,0.686,-0.0179746,0.0122059,0.0274649
Minas Gerais,Sudeste,312810,Guapé,96.5642376,99.4400000,3.0901142,0.679,0.0090105,-0.0031225,-0.0174074
Minas Gerais,Sudeste,312820,Guaraciaba,92.8450814,100.0000000,3.1680539,0.623,0.0203979,0.0000000,0.0132609
Minas Gerais,Sudeste,312825,Guaraciama,97.9865620,100.0000000,10.9976887,0.677,0.0040456,0.0000000,0.1580889
Minas Gerais,Sudeste,312830,Guaranésia,97.4166774,94.2454545,12.8673818,0.701,0.0137074,0.0097868,0.0280951
Minas Gerais,Sudeste,312840,Guarani,93.7233312,100.0000000,14.5177190,0.677,0.0071316,0.0000000,-0.0147575
Minas Gerais,Sudeste,312850,Guarará,97.5000000,99.1718182,8.0713278,0.652,0.0104310,-0.0091100,0.0270158
Minas Gerais,Sudeste,312860,Guarda-Mor,86.7119922,100.0000000,2.1383330,0.69,0.0245167,0.0000000,0.0698728
Minas Gerais,Sudeste,312870,Guaxupé,88.8614894,55.9045455,23.4247489,0.751,-0.0286196,0.0884545,0.0070802
Minas Gerais,Sudeste,312880,Guidoval,95.6645367,100.0000000,32.6304105,0.683,0.0048035,0.0000000,-0.0304061
Minas Gerais,Sudeste,312890,Guimarânia,99.8001998,84.1736364,4.6372864,0.693,0.0022472,0.0566173,0.0848130
Minas Gerais,Sudeste,312900,Guiricema,94.5019237,100.0000000,3.9444246,0.674,0.0082519,0.0000000,0.0140583
