CodMun,regiao_geo,Estado,Mun,Média_pop,Média_pop0a4,Média_pct_pop0a4,area_km2,Densidade,pct_san_adeq,média_familias_bf,média_pct_ben_bf
150640,Norte,Pará,Santa Cruz do Arari,9352,789,0.0846684,1076.652,8.69,0.1239373,1391,0.5870508
150650,Norte,Pará,Santa Isabel do Pará,66476,5013,0.0757487,717.662,92.63,0.0994696,6703,0.4043244
150655,Norte,Pará,Santa Luzia do Pará,19866,1865,0.0938925,1346.502,14.75,0.2155354,3668,0.7385266
150658,Norte,Pará,Santa Maria das Barreiras,19777,1744,0.0885617,10330.214,1.91,0.1529031,2626,0.5349470
150660,Norte,Pará,Santa Maria do Pará,24301,1849,0.0761862,457.724,53.09,0.0450420,3643,0.5998802
150670,Norte,Pará,Santana do Araguaia,66131,5865,0.0891337,11591.441,5.71,0.1437217,3961,0.2373899
150680,Norte,Pará,Santarém,296701,27054,0.0913328,17898.389,16.58,0.3905863,28551,0.3848361
150690,Norte,Pará,Santarém Novo,6525,642,0.0985003,229.51,28.43,0.4208015,1379,0.8416465
150700,Norte,Pará,Santo Antônio do Tauá,29662,2689,0.0909166,537.618,55.17,0.0974592,4074,0.5493447
150710,Norte,Pará,São Caetano de Odivelas,17721,1551,0.0875946,464.166,38.18,0.0651018,2696,0.6083149
150715,Norte,Pará,São Domingos do Araguaia,24740,2379,0.0963130,1392.464,17.77,0.0959257,3158,0.5107990
150720,Norte,Pará,São Domingos do Capim,31366,3871,0.1235234,1686.765,18.60,0.0701852,4721,0.6012308
150730,Norte,Pará,São Félix do Xingu,113225,9402,0.0834154,84212.903,1.34,0.2175191,6645,0.2338689
150740,Norte,Pará,São Francisco do Pará,15681,1239,0.0790541,479.441,32.71,0.3753323,2224,0.5666149
150745,Norte,Pará,São Geraldo do Araguaia,25438,2322,0.0911611,3168.384,8.03,0.2273959,3418,0.5370496
150746,Norte,Pará,São João da Ponta,5812,591,0.1019143,195.918,29.67,0.2220367,942,0.6460623
150747,Norte,Pará,São João de Pirabas,22214,2064,0.0930621,668.434,33.23,0.0926119,3408,0.6142064
150750,Norte,Pará,São João do Araguaia,13767,1376,0.1000546,1279.889,10.76,0.1472793,2154,0.6249652
150760,Norte,Pará,São Miguel do Guamá,56287,5429,0.0966949,1094.564,51.42,0.0788577,7587,0.5382695
150770,Norte,Pará,São Sebastião da Boa Vista,25249,2858,0.1134946,1632.251,15.47,0.0295472,4258,0.6710705
150775,Norte,Pará,Sapucaia,5597,449,0.0806122,1298.19,4.31,0.0239938,510,0.3660344
150780,Norte,Pará,Senador José Porfírio,12400,1437,0.1154912,14419.916,0.86,0.0632580,2652,0.8649796
150790,Norte,Pará,Soure,24579,2177,0.0887210,2857.349,8.60,0.6286673,3335,0.5416570
150795,Norte,Pará,Tailândia,95365,9654,0.1017711,4430.477,21.52,0.0530049,9198,0.3877648
150796,Norte,Pará,Terra Alta,11191,991,0.0887250,204.97,54.60,0.0064713,2042,0.7263085
150797,Norte,Pará,Terra Santa,18152,1684,0.0929108,1895.883,9.57,0.1206499,2431,0.5347560
150800,Norte,Pará,Tomé-Açu,61014,6553,0.1076506,5145.361,11.86,0.0257110,8264,0.5406935
150803,Norte,Pará,Tracuateua,29717,3047,0.1027286,868.025,34.24,0.0080387,4717,0.6332944
150805,Norte,Pará,Trairão,18243,1838,0.1009684,11991.085,1.52,0.0132523,1976,0.4327902
150808,Norte,Pará,Tucumã,37374,3334,0.0895478,2512.594,14.87,0.3122210,2440,0.2635491
150810,Norte,Pará,Tucuruí,107460,10070,0.0940539,2084.289,51.56,0.1459395,9392,0.3495943
150812,Norte,Pará,Ulianópolis,52737,5352,0.1021032,5088.468,10.36,0.0961898,3566,0.2732128
150815,Norte,Pará,Uruará,45645,4487,0.0982775,10791.406,4.23,0.0297837,5712,0.5007006
150820,Norte,Pará,Vigia,51657,4365,0.0846892,401.589,128.63,0.0738407,6944,0.5367195
150830,Norte,Pará,Viseu,59951,7312,0.1220804,4972.897,12.06,0.1769375,9245,0.6167309
150835,Norte,Pará,Vitória do Xingu,14531,1261,0.0869435,3089.537,4.70,0.2805933,1300,0.3576343
150840,Norte,Pará,Xinguara,43352,3695,0.0853944,3779.348,11.47,0.1388066,3517,0.3240750
250010,Nordeste,Paraíba,Água Branca,9955,778,0.0781353,241.662,41.19,0.2286456,1595,0.6409612
250020,Nordeste,Paraíba,Aguiar,5675,409,0.0720680,351.607,16.14,0.1720336,927,0.6534320
250030,Nordeste,Paraíba,Alagoa Grande,28718,2179,0.0758857,322.071,89.17,0.4852261,4746,0.6612031
250040,Nordeste,Paraíba,Alagoa Nova,20569,1639,0.0796858,128.23,160.40,0.3700612,2664,0.5183150
250050,Nordeste,Paraíba,Alagoinha,14213,1165,0.0819615,111.361,127.63,0.0886586,2296,0.6454337
250053,Nordeste,Paraíba,Alcantil,5422,412,0.0760390,309.896,17.50,0.0458630,782,0.5770555
250057,Nordeste,Paraíba,Algodão de Jandaíra,2525,224,0.0888412,222.74,11.34,0.4348001,500,0.7921484
250060,Nordeste,Paraíba,Alhandra,19040,1690,0.0887828,183.974,103.49,0.0902178,3301,0.6921400
250073,Nordeste,Paraíba,Amparo,2186,194,0.0888695,122.094,17.90,0.0983067,430,0.7863721
250077,Nordeste,Paraíba,Aparecida,8078,583,0.0722341,291.478,27.71,0.0459459,1231,0.6099740
250080,Nordeste,Paraíba,Araçagi,17244,1250,0.0724502,232.177,74.27,0.1215577,3102,0.7201185
250090,Nordeste,Paraíba,Arara,13186,968,0.0733987,91.306,144.42,0.4846435,2070,0.6276618
250100,Nordeste,Paraíba,Araruna,19725,1644,0.0833338,246.717,79.95,0.4149389,2773,0.5627389
250110,Nordeste,Paraíba,Areia,23467,1847,0.0786850,269.13,87.20,0.4113419,3575,0.6094996
250115,Nordeste,Paraíba,Areia de Baraúnas,2174,147,0.0678111,114.078,19.05,0.3638814,326,0.5997496
250120,Nordeste,Paraíba,Areial,6885,522,0.0759083,35.81,192.26,0.5458987,1077,0.6250661
250130,Nordeste,Paraíba,Aroeiras,19295,1511,0.0782973,376.118,51.30,0.2303423,3601,0.7468183
250135,Nordeste,Paraíba,Assunção,3838,317,0.0826772,132.139,29.05,0.4475983,682,0.7073360
250140,Nordeste,Paraíba,Baía da Traição,8590,830,0.0967110,102.756,83.60,0.1136811,1525,0.7083690
250150,Nordeste,Paraíba,Bananeiras,21513,1585,0.0736544,255.641,84.15,0.2670807,3437,0.6391023
250153,Nordeste,Paraíba,Baraúna,4613,366,0.0794643,50.03,92.21,0.3969252,872,0.7554144
250160,Nordeste,Paraíba,Barra de Santa Rosa,14942,1169,0.0782676,781.187,19.13,0.5018703,2574,0.6884514
250157,Nordeste,Paraíba,Barra de Santana,8397,594,0.0706805,375.177,22.38,0.0438337,1129,0.5379285
250170,Nordeste,Paraíba,Barra de São Miguel,5918,415,0.0700976,609.697,9.71,0.1177590,1038,0.7002470
250180,Nordeste,Paraíba,Bayeux,95619,6989,0.0731116,27.705,3451.31,0.4850432,11121,0.4649753
250190,Nordeste,Paraíba,Belém,17565,1179,0.0671160,99.609,176.34,0.7939675,2668,0.6077024
250200,Nordeste,Paraíba,Belém do Brejo do Cruz,7315,483,0.0660323,601.549,12.16,0.5429709,1263,0.6906929
250205,Nordeste,Paraíba,Bernardino Batista,3364,298,0.0885483,57.453,58.55,0.0084191,553,0.6582821
250210,Nordeste,Paraíba,Boa Ventura,5600,404,0.0720411,168.664,33.20,0.0925200,985,0.7058555
250215,Nordeste,Paraíba,Boa Vista,6722,478,0.0712092,468.933,14.33,0.1387137,788,0.4693564
250220,Nordeste,Paraíba,Bom Jesus,2508,186,0.0741427,47.367,52.95,0.0098079,394,0.6287599
250230,Nordeste,Paraíba,Bom Sucesso,5049,315,0.0623383,186.059,27.14,0.1965329,911,0.7211207
250240,Nordeste,Paraíba,Bonito de Santa Fé,11504,1067,0.0927876,226.798,50.73,0.4258907,1584,0.5504469
250250,Nordeste,Paraíba,Boqueirão,17549,1353,0.0771015,373.077,47.04,0.4885837,2669,0.6074414
250270,Nordeste,Paraíba,Borborema,5168,386,0.0746027,26.107,197.96,0.6389328,810,0.6268472
250280,Nordeste,Paraíba,Brejo do Cruz,13797,1039,0.0753480,401.315,34.38,0.6321240,2120,0.6146450
250290,Nordeste,Paraíba,Brejo dos Santos,6389,433,0.0677843,93.857,68.07,0.0909810,1101,0.6895183
250300,Nordeste,Paraíba,Caaporã,21332,1899,0.0890576,151.018,141.25,0.1631749,3551,0.6647070
250310,Nordeste,Paraíba,Cabaceiras,5416,414,0.0764592,469.171,11.54,0.2525039,742,0.5479466
250320,Nordeste,Paraíba,Cabedelo,63709,4634,0.0728591,29.873,2132.65,0.4964882,5833,0.3643234
250330,Nordeste,Paraíba,Cachoeira dos Índios,10007,708,0.0707147,193.215,51.79,0.2319704,1415,0.5652008
250340,Nordeste,Paraíba,Cacimba de Areia,3628,255,0.0704079,213.018,17.03,0.4146341,703,0.7744635
250350,Nordeste,Paraíba,Cacimba de Dentro,17218,1331,0.0772943,165.072,104.31,0.1270283,2917,0.6775482
250355,Nordeste,Paraíba,Cacimbas,7068,809,0.1144262,124.068,56.97,0.2989349,1358,0.7678126
250360,Nordeste,Paraíba,Caiçara,7237,516,0.0713534,123.677,58.52,0.5147685,1250,0.6907208
250370,Nordeste,Paraíba,Cajazeiras,60839,4058,0.0667355,562.703,108.12,0.5352264,7837,0.5152528
250375,Nordeste,Paraíba,Cajazeirinhas,3147,245,0.0779188,282.693,11.13,0.2877465,671,0.8512927
250380,Nordeste,Paraíba,Caldas Brandão,5890,390,0.0663111,55.963,105.25,0.0546277,1078,0.7312547
250390,Nordeste,Paraíba,Camalaú,5943,451,0.0758561,541.841,10.97,0.1748550,1112,0.7485200
250400,Nordeste,Paraíba,Campina Grande,401625,27010,0.0672898,591.658,678.81,0.8221440,30253,0.3019775
250403,Nordeste,Paraíba,Capim,6145,572,0.0930884,79.876,76.93,0.0558571,999,0.6483150
250407,Nordeste,Paraíba,Caraúbas,4076,282,0.0692388,486.622,8.38,0.3536217,660,0.6474332
250410,Nordeste,Paraíba,Carrapateira,2550,189,0.0740585,59.07,43.17,0.1665979,398,0.6243929
250415,Nordeste,Paraíba,Casserengue,7344,589,0.0802315,202.761,36.22,0.2978753,1259,0.6853494
250420,Nordeste,Paraíba,Catingueira,4920,363,0.0737035,527.424,9.33,0.1740371,851,0.6920235
250430,Nordeste,Paraíba,Catolé do Rocha,30006,2003,0.0667780,551.765,54.38,0.3660587,4136,0.5514758
250435,Nordeste,Paraíba,Caturité,4759,373,0.0784693,117.823,40.39,0.1917043,763,0.6403655
250440,Nordeste,Paraíba,Conceição,18886,1338,0.0708507,580.65,32.52,0.2209854,3138,0.6644896
250450,Nordeste,Paraíba,Condado,6638,457,0.0688834,265.473,25.00,0.3588155,1241,0.7480177
250460,Nordeste,Paraíba,Conde,23344,2129,0.0912937,171.267,136.30,0.1628632,3935,0.6698119
250470,Nordeste,Paraíba,Congo,4783,316,0.0661662,324.686,14.73,0.4607658,917,0.7666109
250480,Nordeste,Paraíba,Coremas,15458,1105,0.0715013,372.012,41.55,0.5004847,2662,0.6889416
250485,Nordeste,Paraíba,Coxixola,1867,99,0.0531427,173.942,10.74,0.3100775,336,0.7189067
250490,Nordeste,Paraíba,Cruz do Espírito Santo,16764,1405,0.0838203,192.512,87.08,0.2204378,3050,0.7256980
250500,Nordeste,Paraíba,Cubati,7662,640,0.0835694,163.57,46.84,0.2006395,1252,0.6528122
250510,Nordeste,Paraíba,Cuité,20354,1390,0.0682675,733.818,27.74,0.1466719,3540,0.6956217
250523,Nordeste,Paraíba,Cuité de Mamanguape,6339,498,0.0785872,107.68,58.87,0.0210310,1314,0.8287764
250520,Nordeste,Paraíba,Cuitegi,6909,559,0.0809544,42.091,164.14,0.0419570,1114,0.6450568
250527,Nordeste,Paraíba,Curral de Cima,5264,446,0.0847530,86.428,60.91,0.0354249,1072,0.8153614
250530,Nordeste,Paraíba,Curral Velho,2534,192,0.0756967,217.624,11.64,0.3179327,412,0.6500097
250535,Nordeste,Paraíba,Damião,5175,457,0.0883644,186.198,27.79,0.0140084,928,0.7165376
250540,Nordeste,Paraíba,Desterro,8228,652,0.0791999,182.018,45.21,0.3623758,1643,0.7979117
250560,Nordeste,Paraíba,Diamante,6642,460,0.0691896,271.791,24.44,0.2290246,1136,0.6844195
250570,Nordeste,Paraíba,Dona Inês,10609,883,0.0832380,173.648,61.10,0.1808491,1756,0.6622903
250580,Nordeste,Paraíba,Duas Estradas,3649,256,0.0702724,27.012,135.09,0.2447439,669,0.7337521
250590,Nordeste,Paraíba,Emas,3457,305,0.0882102,248.226,13.93,0.5526316,556,0.6438491
250600,Nordeste,Paraíba,Esperança,32258,2522,0.0781988,157.851,204.36,0.6188414,4873,0.6035145
250610,Nordeste,Paraíba,Fagundes,11398,914,0.0802093,185.061,61.59,0.1067013,2106,0.7392973
250620,Nordeste,Paraíba,Frei Martinho,2990,189,0.0632976,238.658,12.53,0.6191909,442,0.5911496
250625,Nordeste,Paraíba,Gado Bravo,8365,666,0.0796162,192.42,43.47,0.0167439,1652,0.7904121
250630,Nordeste,Paraíba,Guarabira,57734,4073,0.0705707,162.387,355.53,0.6708161,5628,0.3902321
250640,Nordeste,Paraíba,Gurinhém,14137,1055,0.0746337,340.408,41.53,0.0745087,2399,0.6789355
250650,Nordeste,Paraíba,Gurjão,3332,222,0.0665347,344.502,9.67,0.4191245,514,0.6155146
250660,Nordeste,Paraíba,Ibiara,6032,394,0.0652890,240.357,25.10,0.0460163,1112,0.7374045
250260,Nordeste,Paraíba,Igaracy,6164,434,0.0703244,197.058,31.28,0.3151632,1054,0.6841542
250670,Nordeste,Paraíba,Imaculada,11706,1088,0.0929776,317.804,36.83,0.2276261,1733,0.5920068
250680,Nordeste,Paraíba,Ingá,17942,1357,0.0756133,262.179,68.43,0.0521455,3441,0.7661673
250690,Nordeste,Paraíba,Itabaiana,24704,1634,0.0661385,210.572,117.32,0.3388479,4362,0.7067869
250700,Nordeste,Paraíba,Itaporanga,24162,1832,0.0758707,460.21,52.50,0.6405282,2943,0.4877950
250710,Nordeste,Paraíba,Itapororoca,18044,1459,0.0809029,145.806,123.75,0.0968151,2787,0.6175579
250720,Nordeste,Paraíba,Itatuba,10749,856,0.0796395,251.749,42.70,0.2009519,1845,0.6855965
250730,Nordeste,Paraíba,Jacaraú,14361,1129,0.0786330,256.845,55.91,0.0885092,2551,0.7101463
250740,Nordeste,Paraíba,Jericó,7715,506,0.0655708,177.356,43.50,0.4069208,1222,0.6336429
250750,Nordeste,Paraíba,João Pessoa,775845,48965,0.0632000,210.044,3693.73,0.6899825,58418,0.3015144
251365,Nordeste,Paraíba,Joca Claudino,2626,175,0.0667113,71.799,36.58,0.0065010,435,0.6628861
250760,Nordeste,Paraíba,Juarez Távora,7782,603,0.0775285,75.678,102.84,0.0988693,1422,0.7299817
250770,Nordeste,Paraíba,Juazeirinho,17676,1583,0.0895622,474.606,37.24,0.5637458,2582,0.5839777
250780,Nordeste,Paraíba,Junco do Seridó,6975,550,0.0788687,180.425,38.66,0.6222321,1082,0.6208343
250790,Nordeste,Paraíba,Juripiranga,10608,873,0.0823166,78.706,134.78,0.0719418,1647,0.6212774
250800,Nordeste,Paraíba,Juru,9938,708,0.0712215,395.075,25.16,0.2326347,1672,0.6728273
250810,Nordeste,Paraíba,Lagoa,4716,293,0.0621001,176.649,26.69,0.1659334,848,0.7189965
250820,Nordeste,Paraíba,Lagoa de Dentro,7652,609,0.0796339,83.508,91.63,0.1931608,1380,0.7210588
250830,Nordeste,Paraíba,Lagoa Seca,27057,2111,0.0780451,108.219,250.02,0.5098505,3669,0.5428324
250840,Nordeste,Paraíba,Lastro,2816,199,0.0705100,107.416,26.22,0.1314522,504,0.7158879
250850,Nordeste,Paraíba,Livramento,7222,615,0.0851844,266.948,27.05,0.3636364,1301,0.7203755
250855,Nordeste,Paraíba,Logradouro,4187,338,0.0807686,42.876,97.65,0.3485075,652,0.6225281
250860,Nordeste,Paraíba,Lucena,12559,1102,0.0877586,93.8,133.89,0.2901931,1705,0.5435872
250870,Nordeste,Paraíba,Mãe d'Água,4051,315,0.0776433,228.676,17.71,0.3953148,716,0.7073124
250880,Nordeste,Paraíba,Malta,5787,406,0.0701527,172.01,33.64,0.7193676,858,0.5929557
250890,Nordeste,Paraíba,Mamanguape,43887,3694,0.0841941,337.434,130.06,0.0814345,6287,0.5723901
250900,Nordeste,Paraíba,Manaíra,10892,947,0.0869472,352.025,30.94,0.1308809,1857,0.6818768
250905,Nordeste,Paraíba,Marcação,8186,822,0.1003847,122.665,66.73,0.2270911,1635,0.7968333
250910,Nordeste,Paraíba,Mari,21724,1599,0.0736167,155.265,139.92,0.0158840,3661,0.6739752
250915,Nordeste,Paraíba,Marizópolis,6474,484,0.0748169,69.952,92.55,0.1618067,1089,0.6723442
250920,Nordeste,Paraíba,Massaranduba,13607,970,0.0713120,209.402,64.98,0.2932076,2143,0.6296961
250930,Nordeste,Paraíba,Mataraca,8024,790,0.0985110,182.439,43.98,0.0397193,1350,0.6700450
250933,Nordeste,Paraíba,Matinhas,4441,378,0.0850784,36.522,121.61,0.1152000,732,0.6589322
250937,Nordeste,Paraíba,Mato Grosso,2837,207,0.0731878,85.275,33.26,0.5415608,428,0.6046725
250939,Nordeste,Paraíba,Maturéia,6330,508,0.0803289,83.053,76.22,0.2055812,1066,0.6727293
250940,Nordeste,Paraíba,Mogeiro,13375,1004,0.0750468,214.093,62.47,0.0538616,2532,0.7575514
250950,Nordeste,Paraíba,Montadas,5398,424,0.0786850,31.793,169.80,0.3571148,905,0.6675969
250960,Nordeste,Paraíba,Monte Horebe,4714,373,0.0791511,116.854,40.34,0.4785730,728,0.6180512
250970,Nordeste,Paraíba,Monteiro,32402,2267,0.0699901,992.62,32.64,0.5480293,5019,0.6190117
250980,Nordeste,Paraíba,Mulungu,9785,713,0.0728847,187.259,52.25,0.0629016,1709,0.6983434
250990,Nordeste,Paraíba,Natuba,10466,857,0.0818895,202.173,51.77,0.1584924,1320,0.5045267
251000,Nordeste,Paraíba,Nazarezinho,7361,519,0.0705012,193.203,38.10,0.1819895,1383,0.7517591
251010,Nordeste,Paraíba,Nova Floresta,10686,784,0.0733275,47.572,224.63,0.0215995,1863,0.6975579
251020,Nordeste,Paraíba,Nova Olinda,6061,451,0.0743061,81.516,74.35,0.2437803,1103,0.7285520
251030,Nordeste,Paraíba,Nova Palmeira,4698,311,0.0662523,314.748,14.93,0.5965463,648,0.5534770
251040,Nordeste,Paraíba,Olho d'Água,6778,476,0.0701198,580.47,11.68,0.3975665,1220,0.7205818
251050,Nordeste,Paraíba,Olivedos,3819,258,0.0675790,314.625,12.14,0.4151762,632,0.6614820
251060,Nordeste,Paraíba,Ouro Velho,3015,193,0.0639470,128.11,23.53,0.0221031,514,0.6808511
251065,Nordeste,Paraíba,Parari,1821,126,0.0688908,207.814,8.76,0.3602980,234,0.5138391
251070,Nordeste,Paraíba,Passagem,2353,194,0.0826613,123.422,19.06,0.5485287,436,0.7409205
251080,Nordeste,Paraíba,Patos,105311,7512,0.0713712,472.892,222.70,0.8349403,11231,0.4270472
251090,Nordeste,Paraíba,Paulista,12219,798,0.0653451,577.379,21.16,0.3265965,1828,0.5983178
251100,Nordeste,Paraíba,Pedra Branca,3798,266,0.0700186,116.873,32.49,0.6481287,563,0.5931885
251110,Nordeste,Paraíba,Pedra Lavrada,7626,554,0.0726170,335.615,22.72,0.3982109,1163,0.6112256
251120,Nordeste,Paraíba,Pedras de Fogo,28164,2242,0.0796216,406.729,69.25,0.2610414,4318,0.6128759
251272,Nordeste,Paraíba,Pedro Régis,5991,514,0.0858306,74.216,80.73,0.0166695,992,0.6620775
251130,Nordeste,Paraíba,Piancó,15933,1045,0.0656288,576.986,27.61,0.4678503,2695,0.6764316
251140,Nordeste,Paraíba,Picuí,18637,1337,0.0717177,667.714,27.91,0.5960886,3005,0.6449410
251150,Nordeste,Paraíba,Pilar,11682,900,0.0770230,103.306,113.08,0.1638626,1882,0.6444810
251160,Nordeste,Paraíba,Pilões,6867,631,0.0918411,65.574,104.73,0.0930885,1266,0.7398294
251170,Nordeste,Paraíba,Pilõezinhos,5055,391,0.0772656,40.908,123.57,0.3806840,1002,0.7938734
251180,Nordeste,Paraíba,Pirpirituba,10556,819,0.0776327,80.672,130.85,0.4691358,1618,0.6133356
251190,Nordeste,Paraíba,Pitimbu,18248,1759,0.0964340,135.801,134.38,0.1667148,3276,0.7168944
251200,Nordeste,Paraíba,Pocinhos,18002,1585,0.0881055,623.967,28.85,0.3670354,2931,0.6508337
251203,Nordeste,Paraíba,Poço Dantas,3912,336,0.0859007,97.758,40.02,0.1299822,678,0.6929970
251207,Nordeste,Paraíba,Poço de José de Moura,4190,272,0.0649182,94.646,44.27,0.3348126,615,0.5883966
251210,Nordeste,Paraíba,Pombal,32796,2070,0.0631310,894.099,36.68,0.5939740,4601,0.5611179
251220,Nordeste,Paraíba,Prata,4097,310,0.0757782,201.788,20.30,0.0133569,647,0.6319154
251230,Nordeste,Paraíba,Princesa Isabel,22546,1764,0.0783095,368.569,61.17,0.5600351,2905,0.5150586
251240,Nordeste,Paraíba,Puxinanã,13441,1120,0.0833405,71.118,188.99,0.7460884,2060,0.6128553
251250,Nordeste,Paraíba,Queimadas,43132,3254,0.0754722,402.748,107.09,0.4525085,6370,0.5905014
251260,Nordeste,Paraíba,Quixabá,1852,151,0.0815809,147.158,12.59,0.3323716,276,0.5941753
251270,Nordeste,Paraíba,Remígio,18920,1526,0.0807052,183.459,103.13,0.5079759,2857,0.6036314
251274,Nordeste,Paraíba,Riachão,3464,283,0.0817736,85.291,40.61,0.2399157,518,0.5982610
251275,Nordeste,Paraíba,Riachão do Bacamarte,4440,317,0.0713364,40.281,110.23,0.1984821,757,0.6817614
251276,Nordeste,Paraíba,Riachão do Poço,4386,323,0.0735418,40.46,108.41,0.1893547,788,0.7165741
251278,Nordeste,Paraíba,Riacho de Santo Antônio,1846,160,0.0867325,93.654,19.71,0.3782533,302,0.6503168
251280,Nordeste,Paraíba,Riacho dos Cavalos,8468,593,0.0699936,262.532,32.26,0.5089264,1523,0.7195338
251290,Nordeste,Paraíba,Rio Tinto,24014,1742,0.0725304,465.24,51.62,0.2563478,3999,0.6658869
251300,Nordeste,Paraíba,Salgadinho,3707,335,0.0902485,179.005,20.71,0.1583904,563,0.6059169
251310,Nordeste,Paraíba,Salgado de São Félix,12174,867,0.0711953,204.079,59.65,0.0327547,2049,0.6732087
251315,Nordeste,Paraíba,Santa Cecília,6620,541,0.0816899,217.577,30.43,0.0545427,1107,0.6693382
251320,Nordeste,Paraíba,Santa Cruz,6590,412,0.0625403,217.677,30.28,0.2659494,957,0.5807358
251330,Nordeste,Paraíba,Santa Helena,5958,377,0.0632938,211.143,28.22,0.2000994,1161,0.7804691
251335,Nordeste,Paraíba,Santa Inês,3601,285,0.0792360,327.635,10.99,0.0457190,687,0.7631502
251340,Nordeste,Paraíba,Santa Luzia,15208,998,0.0656492,440.766,34.50,0.8352322,2113,0.5556865
251370,Nordeste,Paraíba,Santa Rita,133610,10255,0.0767832,718.576,185.94,0.1944805,14759,0.4424159
251380,Nordeste,Paraíba,Santa Teresinha,4619,295,0.0639227,359.442,12.85,0.8918861,782,0.6772074
251350,Nordeste,Paraíba,Santana de Mangueira,5288,396,0.0748685,405.164,13.05,0.0495122,862,0.6510633
251360,Nordeste,Paraíba,Santana dos Garrotes,7207,472,0.0654708,361.484,19.94,0.1276826,1187,0.6590724
251385,Nordeste,Paraíba,Santo André,2567,159,0.0620865,197.791,12.98,0.0889653,432,0.6736947
251392,Nordeste,Paraíba,São Bentinho,4385,324,0.0740183,199.635,21.97,0.3706161,613,0.5592665
251390,Nordeste,Paraíba,São Bento,32810,2438,0.0743848,245.84,133.46,0.5588704,3796,0.4633193
251396,Nordeste,Paraíba,São Domingos,2981,178,0.0598102,170.361,17.50,0.2507826,451,0.6067910
251394,Nordeste,Paraíba,São Domingos do Cariri,2557,170,0.0663401,233.835,10.93,0.3253012,343,0.5360851
251398,Nordeste,Paraíba,São Francisco,3422,195,0.0569946,90.724,37.72,0.1376916,536,0.6263009
251400,Nordeste,Paraíba,São João do Cariri,4256,265,0.0621756,612.966,6.94,0.5609530,675,0.6343962
250070,Nordeste,Paraíba,São João do Rio do Peixe,18063,1065,0.0589486,476.238,37.93,0.3228890,2799,0.6198618
251410,Nordeste,Paraíba,São João do Tigre,4450,372,0.0836811,812.617,5.48,0.2502788,941,0.8461864
251420,Nordeste,Paraíba,São José da Lagoa Tapada,7648,563,0.0735872,333.724,22.92,0.1893584,1335,0.6979175
251430,Nordeste,Paraíba,São José de Caiana,6292,522,0.0829181,183.273,34.33,0.0064360,1019,0.6473276
251440,Nordeste,Paraíba,São José de Espinharas,4781,359,0.0751634,726.757,6.58,0.2923391,746,0.6241403
251450,Nordeste,Paraíba,São José de Piranhas,19942,1411,0.0707780,686.918,29.03,0.4654380,2995,0.6008699
251455,Nordeste,Paraíba,São José de Princesa,4211,299,0.0710587,158.052,26.64,0.0089888,681,0.6465687
251460,Nordeste,Paraíba,São José do Bonfim,3436,262,0.0761891,153.629,22.37,0.7158022,576,0.6699539
251465,Nordeste,Paraíba,São José do Brejo do Cruz,1762,134,0.0759122,253.787,6.94,0.1368666,269,0.6110334
251470,Nordeste,Paraíba,São José do Sabugi,4117,265,0.0644211,213.555,19.28,0.8170702,580,0.5636062
251480,Nordeste,Paraíba,São José dos Cordeiros,3670,275,0.0747931,376.661,9.74,0.5459925,642,0.6994454
251445,Nordeste,Paraíba,São José dos Ramos,5799,475,0.0818516,100.642,57.62,0.0464661,1066,0.7343897
251490,Nordeste,Paraíba,São Mamede,7806,525,0.0671801,533.446,14.63,0.7121883,1089,0.5581254
251500,Nordeste,Paraíba,São Miguel de Taipu,7204,635,0.0881126,92.413,77.96,0.3099615,1315,0.7291994
251510,Nordeste,Paraíba,São Sebastião de Lagoa de Roça,11404,843,0.0739838,46.372,245.93,0.3021246,1605,0.5632135
251520,Nordeste,Paraíba,São Sebastião do Umbuzeiro,3401,268,0.0787986,464.327,7.32,0.3313125,518,0.6092432
251540,Nordeste,Paraíba,São Vicente do Seridó,10490,864,0.0823649,262.751,39.92,0.0256839,1869,0.7118789
251530,Nordeste,Paraíba,Sapé,51930,3771,0.0726362,313.678,165.55,0.2707893,8599,0.6616846
251550,Nordeste,Paraíba,Serra Branca,13487,899,0.0666547,698.102,19.32,0.2371819,2146,0.6363610
251560,Nordeste,Paraíba,Serra da Raiz,3215,235,0.0732203,31.679,101.49,0.0938924,441,0.5471092
251570,Nordeste,Paraíba,Serra Grande,2881,217,0.0754927,64.352,44.77,0.3338013,551,0.7645218
251580,Nordeste,Paraíba,Serra Redonda,7120,493,0.0691894,55.197,128.98,0.2877947,1246,0.6999087
251590,Nordeste,Paraíba,Serraria,6221,510,0.0820536,65.062,95.62,0.2661531,1086,0.6981297
251593,Nordeste,Paraíba,Sertãozinho,4772,340,0.0711945,32.455,147.03,0.5252119,604,0.5079875
251597,Nordeste,Paraíba,Sobrado,7660,572,0.0747437,61.953,123.64,0.0148976,1430,0.7457190
251600,Nordeste,Paraíba,Solânea,27112,2033,0.0749430,233.043,116.34,0.1933381,4452,0.6575709
251610,Nordeste,Paraíba,Soledade,14550,1143,0.0785880,578.178,25.17,0.5402962,2055,0.5652533
251615,Nordeste,Paraíba,Sossêgo,3404,294,0.0864446,147.264,23.12,0.2841226,661,0.7763733
251620,Nordeste,Paraíba,Sousa,68351,4717,0.0690378,728.492,93.83,0.6474060,9951,0.5817388
