CodMun,regiao_geo,Estado,Mun,Média_pop,Média_pop0a4,Média_pct_pop0a4,area_km2,Densidade,pct_san_adeq,média_familias_bf,média_pct_ben_bf
210190,Nordeste,Maranhão,Bequimão,21202,1696,0.0800206,790.222,26.83,0.0512274,3614,0.6818489
210193,Nordeste,Maranhão,Bernardo do Mearim,5920,509,0.0860267,247.186,23.95,0.2739417,942,0.6367311
210197,Nordeste,Maranhão,Boa Vista do Gurupi,7811,907,0.1162564,400.35,19.51,0.0501038,1367,0.6993243
210200,Nordeste,Maranhão,Bom Jardim,40853,4279,0.1048255,6588.38,6.20,0.0396909,5828,0.5710891
210203,Nordeste,Maranhão,Bom Jesus das Selvas,31842,3488,0.1098374,2676.98,11.89,0.2135775,4793,0.6019071
210207,Nordeste,Maranhão,Bom Lugar,15713,1527,0.0972931,445.171,35.30,0.0165665,2242,0.5709471
210210,Nordeste,Maranhão,Brejo,35367,3693,0.1045755,1073.258,32.95,0.1809104,6379,0.7207439
210215,Nordeste,Maranhão,Brejo de Areia,9900,1040,0.1048598,986.036,10.04,0.0020352,1234,0.5059167
210220,Nordeste,Maranhão,Buriti,28193,3192,0.1132838,1475.779,19.10,0.0487451,4758,0.6746866
210230,Nordeste,Maranhão,Buriti Bravo,23660,2220,0.0938674,1582.552,14.95,0.0595987,3859,0.6522515
210232,Nordeste,Maranhão,Buriticupu,69826,7730,0.1108554,2544.857,27.44,0.0629843,7541,0.4332534
210235,Nordeste,Maranhão,Buritirana,15281,1506,0.0985747,820.968,18.61,0.0447979,2477,0.6483082
210237,Nordeste,Maranhão,Cachoeira Grande,9239,1045,0.1132351,865.04,10.68,0.0243496,1783,0.7711066
210240,Nordeste,Maranhão,Cajapió,11017,1107,0.1005541,545.244,20.20,0.3138180,2072,0.7522494
210250,Nordeste,Maranhão,Cajari,19089,1951,0.1022764,662.066,28.83,0.0418314,3749,0.7841953
210255,Nordeste,Maranhão,Campestre do Maranhão,14054,1272,0.0906296,613.529,22.91,0.0199326,1602,0.4558973
210260,Nordeste,Maranhão,Cândido Mendes,19773,1971,0.0997790,1634.861,12.09,0.1856238,3556,0.7186873
210270,Nordeste,Maranhão,Cantanhede,21502,1978,0.0920722,773.01,27.82,0.3322154,3713,0.6906532
210275,Nordeste,Maranhão,Capinzal do Norte,10928,962,0.0880438,590.267,18.51,0.0823260,2298,0.8409934
210280,Nordeste,Maranhão,Carolina,24237,2024,0.0834984,6267.675,3.87,0.2781868,3316,0.5471959
210290,Nordeste,Maranhão,Carutapera,23216,2379,0.1025829,1260.977,18.41,0.1897427,4234,0.7276896
210300,Nordeste,Maranhão,Caxias,162263,13771,0.0849440,5201.927,31.19,0.2582371,21148,0.5217236
210310,Nordeste,Maranhão,Cedral,10603,822,0.0775382,285.211,37.18,0.0178877,2098,0.7911404
210312,Nordeste,Maranhão,Central do Maranhão,8399,867,0.1033537,319.538,26.29,0.0727950,1662,0.7890759
210315,Nordeste,Maranhão,Centro do Guilherme,12602,1340,0.1065642,1167.848,10.79,0.0730923,1867,0.5895070
210317,Nordeste,Maranhão,Centro Novo do Maranhão,20735,2420,0.1168244,8401.003,2.47,0.0923422,3083,0.5943574
210320,Nordeste,Maranhão,Chapadinha,77566,7812,0.1008316,3247.385,23.89,0.1579826,13066,0.6732227
210325,Nordeste,Maranhão,Cidelândia,14376,1398,0.0973421,1462.809,9.83,0.0080922,2231,0.6201169
210330,Nordeste,Maranhão,Codó,121816,11544,0.0948071,4361.606,27.93,0.2366973,17195,0.5650709
210340,Nordeste,Maranhão,Coelho Neto,48682,4801,0.0987050,977.079,49.82,0.0673331,7430,0.6108546
210350,Nordeste,Maranhão,Colinas,40636,3710,0.0913704,1978.695,20.54,0.0422362,6854,0.6746120
210355,Nordeste,Maranhão,Conceição do Lago-Açu,15578,1876,0.1205932,725.664,21.47,0.0238887,2819,0.7233069
210360,Nordeste,Maranhão,Coroatá,64290,5956,0.0927103,2263.692,28.40,0.1899592,10639,0.6624138
210370,Nordeste,Maranhão,Cururupu,32973,2582,0.0782801,1257.608,26.22,0.0241239,6197,0.7522809
210375,Nordeste,Maranhão,Davinópolis,12878,1172,0.0910007,332.249,38.76,0.2041277,1843,0.5724857
210380,Nordeste,Maranhão,Dom Pedro,23263,1935,0.0832140,358.493,64.89,0.1697119,3718,0.6392226
210390,Nordeste,Maranhão,Duque Bacelar,11139,1163,0.1044664,317.494,35.08,0.3505060,1950,0.7002358
210400,Nordeste,Maranhão,Esperantinópolis,17794,1570,0.0880929,452.411,39.33,0.1239392,3418,0.7690880
210405,Nordeste,Maranhão,Estreito,39590,3529,0.0895098,2720.266,14.55,0.0841512,3809,0.3861410
210407,Nordeste,Maranhão,Feira Nova do Maranhão,8372,784,0.0936661,1625.822,5.15,0.0972508,1349,0.6445983
210408,Nordeste,Maranhão,Fernando Falcão,9953,1164,0.1171840,5086.589,1.96,0.0004241,1750,0.7019085
210409,Nordeste,Maranhão,Formosa da Serra Negra,18403,1625,0.0883999,3690.61,4.99,0.0166619,2783,0.6045759
210410,Nordeste,Maranhão,Fortaleza dos Nogueiras,12568,1085,0.0863511,1853.406,6.78,0.0329943,2029,0.6456309
210420,Nordeste,Maranhão,Fortuna,17676,1708,0.0966281,695.024,25.43,0.0277335,2686,0.6077342
210430,Nordeste,Maranhão,Godofredo Viana,11235,1032,0.0920256,720.129,15.60,0.2495948,1639,0.5828621
210440,Nordeste,Maranhão,Gonçalves Dias,17895,1575,0.0880298,883.588,20.25,0.0326160,3139,0.7015754
210450,Nordeste,Maranhão,Governador Archer,10654,954,0.0896735,445.856,23.90,0.0826613,1756,0.6593988
210455,Nordeste,Maranhão,Governador Edison Lobão,17387,1585,0.0913885,615.957,28.23,0.3223003,2245,0.5176102
210460,Nordeste,Maranhão,Governador Eugênio Barros,14417,1373,0.0953252,816.99,17.65,0.0242766,2696,0.7485718
210462,Nordeste,Maranhão,Governador Luiz Rocha,7670,666,0.0869411,373.165,20.55,0.1799253,1090,0.5687194
210465,Nordeste,Maranhão,Governador Newton Bello,10302,1091,0.1058378,1144.146,9.00,0.0306015,1984,0.7703486
210467,Nordeste,Maranhão,Governador Nunes Freire,25731,2760,0.1072322,1037.13,24.81,0.3752459,4214,0.6551287
210470,Nordeste,Maranhão,Graça Aranha,6264,504,0.0804125,271.445,23.08,0.0312749,1105,0.7057701
210480,Nordeste,Maranhão,Grajaú,66836,7024,0.1052850,8861.717,7.54,0.0470381,9311,0.5566086
210490,Nordeste,Maranhão,Guimarães,12162,948,0.0779015,478.857,25.40,0.0247344,2397,0.7888878
210500,Nordeste,Maranhão,Humberto de Campos,27845,3329,0.1196656,1714.625,16.24,0.0934870,4689,0.6732558
210510,Nordeste,Maranhão,Icatu,26478,2797,0.1056851,1124.445,23.55,0.0468713,4662,0.7043857
210515,Nordeste,Maranhão,Igarapé do Meio,13577,1476,0.1088937,368.685,36.83,0.0121780,2461,0.7238912
210520,Nordeste,Maranhão,Igarapé Grande,11049,887,0.0804422,346.218,31.91,0.1855728,1757,0.6357176
210530,Nordeste,Maranhão,Imperatriz,256027,18869,0.0737509,1369.039,187.01,0.4725311,16728,0.2615676
210535,Nordeste,Maranhão,Itaipava do Grajaú,15213,1728,0.1137258,1244.398,12.23,0.0279128,2495,0.6563714
210540,Nordeste,Maranhão,Itapecuru Mirim,66093,6452,0.0977569,1478.562,44.70,0.3007130,7994,0.4831226
210542,Nordeste,Maranhão,Itinga do Maranhão,25727,2312,0.0899193,3583.423,7.18,0.0785326,3961,0.6159740
210545,Nordeste,Maranhão,Jatobá,9517,988,0.1041264,591.616,16.09,0.2990923,1654,0.6951394
210547,Nordeste,Maranhão,Jenipapo dos Vieiras,16610,1962,0.1181753,1962.362,8.46,0.0243691,2502,0.6028363
210550,Nordeste,Maranhão,João Lisboa,24063,2084,0.0865740,1137.104,21.16,0.0568969,3597,0.5980469
210560,Nordeste,Maranhão,Joselândia,16043,1478,0.0921327,703.081,22.82,0.0318560,2622,0.6538080
210565,Nordeste,Maranhão,Junco do Maranhão,4688,443,0.0943148,568.499,8.25,0.4036458,926,0.7918985
210570,Nordeste,Maranhão,Lago da Pedra,48849,4254,0.0871977,1240.444,39.38,0.1654442,7877,0.6448757
210580,Nordeste,Maranhão,Lago do Junco,10715,966,0.0902326,328.525,32.62,0.1921947,1893,0.7063019
210594,Nordeste,Maranhão,Lago dos Rodrigues,8939,731,0.0817591,220.776,40.49,0.0074255,1373,0.6143050
210590,Nordeste,Maranhão,Lago Verde,16026,1657,0.1034343,631.455,25.38,0.1217342,2937,0.7327853
210592,Nordeste,Maranhão,Lagoa do Mato,11190,921,0.0823274,1512.985,7.40,0.0115191,1917,0.6853066
210596,Nordeste,Maranhão,Lagoa Grande do Maranhão,11104,1185,0.1067960,744.199,14.92,0.0357708,1844,0.6647195
210598,Nordeste,Maranhão,Lajeado Novo,7337,647,0.0883287,1063.619,6.90,0.0536371,1313,0.7154852
210600,Nordeste,Maranhão,Lima Campos,11791,922,0.0782164,321.932,36.62,0.0857633,1945,0.6601318
210610,Nordeste,Maranhão,Loreto,11924,975,0.0818497,3597.231,3.31,0.1256666,1880,0.6306870
210620,Nordeste,Maranhão,Luís Domingues,6817,655,0.0961977,472.296,14.43,0.3386005,1451,0.8491133
210630,Nordeste,Maranhão,Magalhães de Almeida,19003,1697,0.0894399,434.433,43.74,0.1970364,2311,0.4874029
210632,Nordeste,Maranhão,Maracaçumé,20622,2235,0.1085343,635.758,32.44,0.3953038,3073,0.5965821
210635,Nordeste,Maranhão,Marajá do Sena,7864,920,0.1169221,1402.593,5.61,0.0721559,1439,0.7321933
210637,Nordeste,Maranhão,Maranhãozinho,15262,1280,0.0840615,760.947,20.06,0.4393419,1850,0.4875473
210640,Nordeste,Maranhão,Mata Roma,16230,1730,0.1067769,548.548,29.59,0.1415546,3199,0.7860980
210650,Nordeste,Maranhão,Matinha,22917,2088,0.0912111,410.632,55.81,0.0979945,5113,0.8905950
210660,Nordeste,Maranhão,Matões,33128,3484,0.1052318,2108.671,15.71,0.0430111,5535,0.6679741
210663,Nordeste,Maranhão,Matões do Norte,15575,1410,0.0907821,794.454,19.61,0.0223722,1981,0.5105098
210667,Nordeste,Maranhão,Milagres do Maranhão,8386,952,0.1135715,634.818,13.21,0.0878590,1459,0.6953693
210670,Nordeste,Maranhão,Mirador,20954,1937,0.0924627,8522.351,2.46,0.0239030,3500,0.6680369
210675,Nordeste,Maranhão,Miranda do Norte,26868,2151,0.0802596,341.107,78.77,0.0576345,3437,0.5116907
210680,Nordeste,Maranhão,Mirinzal,14765,1284,0.0869892,686.942,21.49,0.0320424,2633,0.7127455
210690,Nordeste,Maranhão,Monção,32507,3532,0.1087469,1245.548,26.10,0.0759898,5546,0.6821690
210700,Nordeste,Maranhão,Montes Altos,9356,825,0.0881128,1488.513,6.29,0.0498543,1665,0.7121927
210710,Nordeste,Maranhão,Morros,18871,1987,0.1053916,1712.121,11.02,0.0264999,3255,0.6889364
210720,Nordeste,Maranhão,Nina Rodrigues,13694,1540,0.1126436,542.373,25.25,0.0668134,2044,0.5949977
210725,Nordeste,Maranhão,Nova Colinas,5209,513,0.0986334,743.085,7.01,0.0050140,762,0.5853469
210730,Nordeste,Maranhão,Nova Iorque,4684,392,0.0836170,978.34,4.79,0.1295624,777,0.6636651
210735,Nordeste,Maranhão,Nova Olinda do Maranhão,20315,1815,0.0894406,2452.615,8.28,0.0219662,3061,0.6019468
210740,Nordeste,Maranhão,Olho d'Água das Cunhãs,19277,1510,0.0783715,695.333,27.72,0.1259876,3456,0.7167170
210745,Nordeste,Maranhão,Olinda Nova do Maranhão,14154,1289,0.0912315,199.879,70.81,0.0725435,2845,0.8010172
210750,Nordeste,Maranhão,Paço do Lumiar,115916,8429,0.0729757,127.193,911.34,0.5312651,12647,0.4373483
210760,Nordeste,Maranhão,Palmeirândia,19479,1793,0.0921156,532.161,36.60,0.0333872,4259,0.8741271
210770,Nordeste,Maranhão,Paraibano,21005,1661,0.0791269,530.517,39.59,0.0573615,3858,0.7335942
210780,Nordeste,Maranhão,Parnarama,34496,3300,0.0957265,3244.752,10.63,0.0121578,5598,0.6496374
210790,Nordeste,Maranhão,Passagem Franca,18539,1713,0.0924986,1358.327,13.65,0.0166239,3237,0.6988176
210800,Nordeste,Maranhão,Pastos Bons,19019,1778,0.0936186,1635.181,11.63,0.0467979,3365,0.7070977
210805,Nordeste,Maranhão,Paulino Neves,15502,1811,0.1169380,979.739,15.82,0.1630229,2739,0.7050381
210810,Nordeste,Maranhão,Paulo Ramos,20937,2049,0.0978802,1168.609,17.92,0.0251850,3535,0.6751979
210820,Nordeste,Maranhão,Pedreiras,39383,3205,0.0813640,262.066,150.28,0.4060787,4768,0.4840893
210825,Nordeste,Maranhão,Pedro do Rosário,24292,2878,0.1186334,1753.867,13.85,0.0396069,4651,0.7648568
210830,Nordeste,Maranhão,Penalva,37409,3769,0.1008527,800.916,46.71,0.0455176,5926,0.6340524
210840,Nordeste,Maranhão,Peri Mirim,14211,1199,0.0844028,397.994,35.71,0.1291835,2607,0.7337767
210845,Nordeste,Maranhão,Peritoró,22513,2304,0.1024598,824.725,27.30,0.0950555,4441,0.7873733
210850,Nordeste,Maranhão,Pindaré-Mirim,32439,3083,0.0951263,268.285,120.91,0.0700381,4064,0.5012474
210860,Nordeste,Maranhão,Pinheiro,81805,6584,0.0805736,1512.968,54.07,0.4824206,12090,0.5908588
210870,Nordeste,Maranhão,Pio XII,21918,2098,0.0956215,545.14,40.21,0.0201584,4177,0.7634063
210880,Nordeste,Maranhão,Pirapemas,18237,1943,0.1066487,688.761,26.48,0.1265994,3172,0.6954952
210890,Nordeste,Maranhão,Poção de Pedras,19004,1524,0.0799058,990.415,19.19,0.2171255,3433,0.7206256
210900,Nordeste,Maranhão,Porto Franco,23047,1889,0.0821410,1420.51,16.22,0.0299873,2240,0.3906704
210905,Nordeste,Maranhão,Porto Rico do Maranhão,6054,472,0.0779422,244.979,24.71,0.3064175,1283,0.8483902
210910,Nordeste,Maranhão,Presidente Dutra,46862,3723,0.0795434,771.574,60.74,0.2277197,5269,0.4508510
210920,Nordeste,Maranhão,Presidente Juscelino,12316,1395,0.1134121,355.568,34.64,0.1888795,2225,0.7220221
210923,Nordeste,Maranhão,Presidente Médici,6792,621,0.0916193,437.687,15.52,0.4915462,975,0.5746947
210927,Nordeste,Maranhão,Presidente Sarney,18305,1928,0.1054316,726.172,25.21,0.0223161,3514,0.7664668
210930,Nordeste,Maranhão,Presidente Vargas,10918,1232,0.1129512,330.765,33.01,0.0466591,1792,0.6565884
210940,Nordeste,Maranhão,Primeira Cruz,14845,1653,0.1114534,1337.161,11.10,0.0706312,2550,0.6847525
210945,Nordeste,Maranhão,Raposa,29073,2582,0.0890305,79.213,367.03,0.1626602,4452,0.6133790
210950,Nordeste,Maranhão,Riachão,20569,1832,0.0890581,6402.83,3.21,0.0931808,3165,0.6152000
210955,Nordeste,Maranhão,Ribamar Fiquene,7650,708,0.0926926,733.458,10.43,0.1943775,1080,0.5650443
210960,Nordeste,Maranhão,Rosário,41712,3667,0.0880217,647.998,64.37,0.0707001,5824,0.5588546
210970,Nordeste,Maranhão,Sambaíba,5640,509,0.0903359,2476.132,2.28,0.1455097,852,0.6041280
210975,Nordeste,Maranhão,Santa Filomena do Maranhão,7557,783,0.1037430,623.213,12.13,0.1034341,1214,0.6428912
210980,Nordeste,Maranhão,Santa Helena,40698,3930,0.0966922,2191.169,18.57,0.0481128,6739,0.6606307
210990,Nordeste,Maranhão,Santa Inês,87237,7510,0.0861845,786.689,110.89,0.3230030,9315,0.4274871
211000,Nordeste,Maranhão,Santa Luzia,71767,7537,0.1050694,4837.169,14.84,0.0941558,10565,0.5892140
211003,Nordeste,Maranhão,Santa Luzia do Paruá,24777,2298,0.0928113,1010.483,24.52,0.1361003,3401,0.5485149
211010,Nordeste,Maranhão,Santa Quitéria do Maranhão,25149,2486,0.0989438,1430.33,17.58,0.0356065,5049,0.8029346
211020,Nordeste,Maranhão,Santa Rita,36059,3152,0.0875935,756.797,47.65,0.1326896,5492,0.6094836
211023,Nordeste,Maranhão,Santana do Maranhão,12735,1199,0.0942678,932.03,13.66,0.0786356,1686,0.5314218
211027,Nordeste,Maranhão,Santo Amaro do Maranhão,15082,1722,0.1143485,1582.806,9.53,0.0077272,2166,0.5745496
211030,Nordeste,Maranhão,Santo Antônio dos Lopes,14553,1161,0.0797410,770.923,18.88,0.0489578,2699,0.7418054
211040,Nordeste,Maranhão,São Benedito do Rio Preto,18446,2165,0.1174253,931.485,19.80,0.1879128,3395,0.7356098
211050,Nordeste,Maranhão,São Bento,43617,3342,0.0767519,456.997,95.44,0.1106542,7225,0.6625477
211060,Nordeste,Maranhão,São Bernardo,27856,2813,0.1010578,1005.824,27.69,0.1088662,4659,0.6679165
211065,Nordeste,Maranhão,São Domingos do Azeitão,7276,700,0.0962766,961.249,7.57,0.0122054,1314,0.7214206
211070,Nordeste,Maranhão,São Domingos do Maranhão,34344,3005,0.0874931,1151.978,29.81,0.1842987,5639,0.6568498
211080,Nordeste,Maranhão,São Félix de Balsas,4679,392,0.0836930,2032.599,2.30,0.0102105,831,0.7103205
211085,Nordeste,Maranhão,São Francisco do Brejão,11217,1057,0.0943967,745.357,15.05,0.0835402,1381,0.4928075
211090,Nordeste,Maranhão,São Francisco do Maranhão,12174,995,0.0817007,2284.217,5.33,0.0109646,2483,0.8157963
211100,Nordeste,Maranhão,São João Batista,20519,1803,0.0878876,649.956,31.57,0.2141838,4718,0.9190866
211102,Nordeste,Maranhão,São João do Carú,15889,1827,0.1149679,910.065,17.46,0.0101294,2162,0.5444983
211105,Nordeste,Maranhão,São João do Paraíso,11116,972,0.0874818,2052.328,5.42,0.0257293,1629,0.5864873
211107,Nordeste,Maranhão,São João do Soter,18127,1967,0.1086104,1438.067,12.60,0.0264280,3192,0.7048309
211110,Nordeste,Maranhão,São João dos Patos,25656,1969,0.0768051,1483.255,17.30,0.0126452,3536,0.5515535
211120,Nordeste,Maranhão,São José de Ribamar,172247,13238,0.0770128,180.363,955.00,0.4374286,20798,0.4822371
211125,Nordeste,Maranhão,São José dos Basílios,7645,681,0.0891306,353.72,21.61,0.0186904,1418,0.7416979
211130,Nordeste,Maranhão,São Luís,1073131,69233,0.0646500,583.063,1840.51,0.6387430,81932,0.3055798
211140,Nordeste,Maranhão,São Luís Gonzaga do Maranhão,19381,1797,0.0926373,909.164,21.32,0.0877263,3900,0.8044017
211150,Nordeste,Maranhão,São Mateus do Maranhão,40697,3761,0.0924796,800.045,50.87,0.0700392,6434,0.6323933
211153,Nordeste,Maranhão,São Pedro da Água Branca,12509,1269,0.1015132,720.461,17.36,0.0412153,1738,0.5566680
211157,Nordeste,Maranhão,São Pedro dos Crentes,4602,398,0.0865663,979.915,4.70,0.0024352,678,0.5892734
211160,Nordeste,Maranhão,São Raimundo das Mangabeiras,18415,1573,0.0855080,3524.501,5.22,0.0540480,2451,0.5329796
211163,Nordeste,Maranhão,São Raimundo do Doca Bezerra,5667,552,0.0972098,419.55,13.51,0.1248391,1171,0.8349101
211167,Nordeste,Maranhão,São Roberto,6439,678,0.1054450,226.811,28.39,0.2166118,1130,0.7004273
211170,Nordeste,Maranhão,São Vicente Ferrer,21829,1904,0.0873089,393.928,55.41,0.0381310,4569,0.8359622
211172,Nordeste,Maranhão,Satubinha,13179,1411,0.1072639,441.811,29.83,0.0451871,1679,0.5099293
211174,Nordeste,Maranhão,Senador Alexandre Costa,10846,1089,0.1005312,426.437,25.43,0.0194880,1976,0.7278854
211176,Nordeste,Maranhão,Senador La Rocque,14410,1309,0.0907833,738.187,19.52,0.2124636,2839,0.7871868
211178,Nordeste,Maranhão,Serrano do Maranhão,10068,1075,0.1068103,1165.318,8.64,0.0066117,2791,1.1056157
211180,Nordeste,Maranhão,Sítio Novo,17762,1619,0.0912227,3114.683,5.70,0.0331912,3061,0.6891475
211190,Nordeste,Maranhão,Sucupira do Norte,10647,953,0.0894982,1074.435,9.91,0.0117261,2036,0.7651349
211195,Nordeste,Maranhão,Sucupira do Riachão,5598,468,0.0835729,862.226,6.49,0.0070678,867,0.6192585
211200,Nordeste,Maranhão,Tasso Fragoso,8274,896,0.1084591,4369.159,1.89,0.0168405,1171,0.5658301
211210,Nordeste,Maranhão,Timbiras,28884,2775,0.0960974,1486.584,19.43,0.1354586,5136,0.7114005
211220,Nordeste,Maranhão,Timon,164585,13021,0.0792432,1763.22,93.34,0.3713831,20486,0.4979351
211223,Nordeste,Maranhão,Trizidela do Vale,21541,1820,0.0845848,291.61,73.87,0.1411664,3180,0.5905868
211227,Nordeste,Maranhão,Tufilândia,5784,668,0.1155337,270.934,21.35,0.0472689,1130,0.7807915
211230,Nordeste,Maranhão,Tuntum,40994,3695,0.0902060,3369.121,12.17,0.1119934,5683,0.5556014
211240,Nordeste,Maranhão,Turiaçu,35179,3960,0.1126131,2622.281,13.42,0.0723813,6330,0.7195398
211245,Nordeste,Maranhão,Turilândia,24610,2842,0.1157125,1507.622,16.32,0.0599940,4485,0.7262865
211250,Nordeste,Maranhão,Tutóia,56675,5770,0.1019375,1566.08,36.19,0.0334255,8792,0.6192474
211260,Nordeste,Maranhão,Urbano Santos,31749,3729,0.1176552,1707.621,18.59,0.1470912,4932,0.6184505
211270,Nordeste,Maranhão,Vargem Grande,53844,5487,0.1020766,1958.702,27.49,0.1853475,7549,0.5618047
211280,Nordeste,Maranhão,Viana,51598,4744,0.0920086,1166.745,44.22,0.2780626,8754,0.6785102
211285,Nordeste,Maranhão,Vila Nova dos Martírios,12558,1240,0.0989595,1190.008,10.55,0.0096597,1061,0.3401163
211290,Nordeste,Maranhão,Vitória do Mearim,32369,3003,0.0928177,716.719,45.16,0.1765315,5369,0.6634704
211300,Nordeste,Maranhão,Vitorino Freire,31529,2587,0.0820508,1193.385,26.42,0.1012462,5597,0.7100842
211400,Nordeste,Maranhão,Zé Doca,50740,4674,0.0921874,2140.109,23.71,0.0947994,7130,0.5626147
510010,Centro-Oeste,Mato Grosso,Acorizal,5459,379,0.0694049,850.763,6.42,0.0790039,715,0.5237715
510020,Centro-Oeste,Mato Grosso,Água Boa,23750,1843,0.0777286,7549.233,3.15,0.1353820,751,0.1281218
510025,Centro-Oeste,Mato Grosso,Alta Floresta,51112,3844,0.0752212,8955.999,5.71,0.1656129,2483,0.1948399
510030,Centro-Oeste,Mato Grosso,Alto Araguaia,17683,1380,0.0780680,5391.6,3.28,0.0749204,826,0.1885922
510035,Centro-Oeste,Mato Grosso,Alto Boa Vista,6127,617,0.1005634,2248.414,2.72,0.2384702,452,0.2964285
510040,Centro-Oeste,Mato Grosso,Alto Garças,11370,834,0.0733950,3864.146,2.94,0.0337174,745,0.2608933
510050,Centro-Oeste,Mato Grosso,Alto Paraguai,10882,832,0.0765236,1847.354,5.89,0.2207124,763,0.2805869
510060,Centro-Oeste,Mato Grosso,Alto Taquari,9682,863,0.0891961,1436.582,6.74,0.0154926,339,0.1393396
510080,Centro-Oeste,Mato Grosso,Apiacás,9520,847,0.0889197,20489.024,0.46,0.0540294,496,0.2115743
510100,Centro-Oeste,Mato Grosso,Araguaiana,3179,223,0.0699893,6626.788,0.48,0.0305623,227,0.2863228
510120,Centro-Oeste,Mato Grosso,Araguainha,1026,65,0.0630677,678.53,1.51,0.0534759,100,0.3894245
510125,Centro-Oeste,Mato Grosso,Araputanga,16294,1252,0.0768916,1639.733,9.94,0.1122045,980,0.2412189
510130,Centro-Oeste,Mato Grosso,Arenápolis,10036,759,0.0756076,417.337,24.05,0.1698077,650,0.2574496
510140,Centro-Oeste,Mato Grosso,Aripuanã,20886,2092,0.1001792,24678.135,0.85,0.0381775,1410,0.2733180
510160,Centro-Oeste,Mato Grosso,Barão de Melgaço,8156,607,0.0743920,11374.872,0.72,0.2162494,898,0.4406523
510170,Centro-Oeste,Mato Grosso,Barra do Bugres,33575,2995,0.0892128,5976.864,5.62,0.2635277,2176,0.2608418
510180,Centro-Oeste,Mato Grosso,Barra do Garças,59611,4185,0.0702337,8713.673,6.84,0.5187066,3533,0.2370121
510185,Centro-Oeste,Mato Grosso,Bom Jesus do Araguaia,6066,555,0.0914788,4266.636,1.42,0.0209597,548,0.3613483
510190,Centro-Oeste,Mato Grosso,Brasnorte,17908,1715,0.0957347,15968.355,1.12,0.0756265,783,0.1768263
510250,Centro-Oeste,Mato Grosso,Cáceres,92393,7736,0.0837435,24538.591,3.77,0.5796610,7209,0.3122518
510260,Centro-Oeste,Mato Grosso,Campinápolis,15344,2389,0.1557450,6251.043,2.45,0.0847295,1279,0.3346961
510263,Centro-Oeste,Mato Grosso,Campo Novo do Parecis,32141,3001,0.0934146,9427.238,3.41,0.2160371,784,0.0994525
510267,Centro-Oeste,Mato Grosso,Campo Verde,37471,3253,0.0869283,5660.165,6.62,0.1021661,1097,0.1196170
510268,Centro-Oeste,Mato Grosso,Campos de Júlio,6163,594,0.0962983,6792.808,0.91,0.0337441,331,0.2107160
510269,Centro-Oeste,Mato Grosso,Canabrava do Norte,4816,477,0.0990837,3449.037,1.40,0.0081616,399,0.3309902
510270,Centro-Oeste,Mato Grosso,Canarana,20505,1844,0.0900079,10855.181,1.89,0.0415733,981,0.1913938
510279,Centro-Oeste,Mato Grosso,Carlinda,10741,780,0.0726687,2421.788,4.44,0.0461402,908,0.3357839
510285,Centro-Oeste,Mato Grosso,Castanheira,8579,702,0.0818325,3713.466,2.31,0.0733389,560,0.2621477
510300,Centro-Oeste,Mato Grosso,Chapada dos Guimarães,21150,1678,0.0793592,5925.077,3.57,0.2982272,1717,0.3253159
510305,Centro-Oeste,Mato Grosso,Cláudia,11761,994,0.0845251,3843.561,3.06,0.1677151,465,0.1591661
510310,Centro-Oeste,Mato Grosso,Cocalinho,5662,448,0.0790875,16317.048,0.35,0.0174408,339,0.2393676
510320,Centro-Oeste,Mato Grosso,Colíder,32579,2298,0.0705442,3112.091,10.47,0.1754091,1214,0.1494299
510325,Centro-Oeste,Mato Grosso,Colniza,33364,3439,0.1028613,27960.237,1.19,0.0282572,2669,0.3306968
510330,Centro-Oeste,Mato Grosso,Comodoro,19761,1952,0.0988221,21484.982,0.92,0.1918015,1122,0.2281803
510335,Centro-Oeste,Mato Grosso,Confresa,28582,2698,0.0942904,5802.314,4.93,0.2268326,2352,0.3316292
510336,Centro-Oeste,Mato Grosso,Conquista D'Oeste,3780,320,0.0847241,2684.676,1.41,0.0620491,185,0.1963990
510337,Centro-Oeste,Mato Grosso,Cotriguaçu,17761,1835,0.1030654,9469.957,1.88,0.0464297,912,0.2140238
510340,Centro-Oeste,Mato Grosso,Cuiabá,591451,43119,0.0729582,3291.696,179.68,0.7772819,22304,0.1510900
510343,Centro-Oeste,Mato Grosso,Curvelândia,5107,395,0.0772550,357.128,14.30,0.0096463,426,0.3343304
510345,Centro-Oeste,Mato Grosso,Denise,9124,834,0.0914120,1273.178,7.17,0.0565821,605,0.2668260
510350,Centro-Oeste,Mato Grosso,Diamantino,21493,1793,0.0834182,8263.397,2.60,0.2157917,1001,0.1866237
510360,Centro-Oeste,Mato Grosso,Dom Aquino,8215,611,0.0743967,2214.513,3.71,0.0620192,707,0.3445895
510370,Centro-Oeste,Mato Grosso,Feliz Natal,12843,1447,0.1125220,11661.514,1.10,0.0579516,592,0.1822506
510380,Centro-Oeste,Mato Grosso,Figueirópolis D'Oeste,3666,267,0.0728987,891.448,4.11,0.0167699,169,0.1828822
510385,Centro-Oeste,Mato Grosso,Gaúcha do Norte,7104,763,0.1073590,16908.375,0.42,0.0781056,424,0.2385558
510390,Centro-Oeste,Mato Grosso,General Carneiro,5407,577,0.1067703,3690.594,1.47,0.1543246,507,0.3759297
